f1,f2,generation
0.749616,0.438075,100
0.432674,0.812793,100
0.569812,0.675315,100
0.797559,0.3639,100
0.477517,0.771977,100
0.740696,0.451369,100
0.724588,0.474972,100
0.740696,0.451369,100
0.857659,0.26442,100
0.754269,0.431079,100
0.850682,0.27634,100
0.653599,0.572808,100
0.512234,0.737616,100
0.669417,0.551881,100
0.94165,0.113295,100
0.596489,0.644201,100
0.731712,0.464597,100
0.640569,0.589672,100
0.681144,0.536043,100
0.290927,0.915362,100
0.70653,0.500815,100
0.57752,0.666471,100
0.731712,0.464597,100
0.754269,0.431079,100
0.303981,0.907596,100
0.318306,0.898682,100
0.950147,0.0972214,100
0.55959,0.686859,100
0.815335,0.335229,100
0.946448,0.104235,100
0.85477,0.269369,100
0.77874,0.393564,100
0.907969,0.175593,100
0.518158,0.731513,100
0.835112,0.302588,100
0.580307,0.663244,100
0.829664,0.311657,100
0.989491,0.0209069,100
0.350652,0.877043,100
0.390691,0.84736,100
0.931979,0.131415,100
0.959968,0.0784614,100
0.390496,0.847513,100
0.907969,0.175593,100
0.637677,0.593368,100
0.722674,0.477742,100
0.646391,0.582179,100
0.994284,0.0113984,100
0.913047,0.166345,100
0.976722,0.0460138,100
0.999421,0.00115849,100
0.931979,0.131415,100
0.280775,0.921165,500
1,0,500
0.280775,0.921165,500
1,0,500
0.842623,0.289986,500
0.852654,0.272982,500
0.904414,0.182036,500
0.427367,0.817357,500
0.561998,0.684159,500
0.347924,0.878949,500
0.821592,0.324987,500
0.362598,0.868522,500
0.829816,0.311405,500
0.83482,0.303076,500
0.749365,0.438452,500
0.634174,0.597824,500
0.54911,0.698478,500
0.862753,0.255657,500
0.590706,0.651066,500
0.894991,0.198992,500
0.519317,0.73031,500
0.323888,0.895097,500
0.725745,0.473294,500
0.872605,0.238561,500
0.446001,0.801083,500
0.504099,0.745884,500
0.909823,0.172222,500
0.915234,0.162347,500
0.626498,0.6075,500
0.316208,0.900012,500
0.719857,0.481806,500
0.693017,0.519727,500
0.496309,0.753678,500
0.456277,0.791812,500
0.973419,0.0524547,500
0.666628,0.555607,500
0.374629,0.859653,500
0.965345,0.0681086,500
0.757647,0.425971,500
0.409032,0.832692,500
0.675266,0.544015,500
0.58253,0.660659,500
0.654352,0.571824,500
0.526546,0.722749,500
0.799857,0.360228,500
0.401965,0.838424,500
0.596785,0.643848,500
0.785777,0.382554,500
0.440742,0.805746,500
0.781187,0.389747,500
0.333956,0.888473,500
0.601737,0.637912,500
0.640879,0.589274,500
0.950366,0.0968043,500
0.793247,0.37076,500
0.776337,0.397301,500
0.970195,0.0587225,500
0.920523,0.152637,500
0.890868,0.206354,500
0.884996,0.216781,500
0.859227,0.261728,500
0.409032,0.832692,500
0.368636,0.864107,500
0.943651,0.109522,500
0.459748,0.788631,500
0.467071,0.781845,500
0.76579,0.413566,500
0.77198,0.404046,500
0.615414,0.621266,500
0.759876,0.422589,500
0.385855,0.851116,500
0.577076,0.666983,500
0.53952,0.708918,500
0.307627,0.905366,500
0.979407,0.0407615,500
0.568185,0.677165,500
0.939552,0.117241,500
0.705951,0.501634,500
0.304601,0.907218,500
0.790741,0.374729,500
0.483815,0.765923,500
0.714582,0.489372,500
0.732329,0.463694,500
0.607549,0.630884,500
0.341017,0.883708,500
0.663943,0.559179,500
0.609824,0.628115,500
0.923557,0.147042,500
0.533449,0.715432,500
0.877992,0.22913,500
0.511707,0.738156,500
0.433463,0.812109,500
0.815305,0.335278,500
0.982712,0.0342769,500
0.383172,0.85318,500
0.479877,0.769718,500
0.809063,0.345418,500
0.813299,0.338545,500
0.543011,0.705139,500
0.395723,0.843403,500
