f1,f2,generation
0.00449045,0.933057,500
0.094372,0.692867,500
0.376762,0.386256,500
0.032462,0.819917,500
0.229515,0.520961,500
0.00229202,0.952138,500
0.125458,0.645876,500
0.909538,0.0463431,500
0.510737,0.285366,500
0.0611426,0.752773,500
0.113853,0.662623,500
0.305722,0.44717,500
0.643846,0.197614,500
0.0214272,0.853643,500
0.519757,0.27914,500
0.00101201,0.968204,500
0.241058,0.509053,500
0.0358649,0.810656,500
0.774507,0.12,500
0.532129,0.270559,500
0.134645,0.633086,500
0.144101,0.620475,500
0.866018,0.0694459,500
0.0421588,0.794772,500
0.955552,0.0225349,500
0.000191403,0.986227,500
0.154224,0.607361,500
0.792455,0.109864,500
0.487158,0.302067,500
0.691792,0.168283,500
0.291018,0.460601,500
0.165841,0.592848,500
0.478891,0.308001,500
0.247046,0.502971,500
0.828587,0.0898087,500
0.413411,0.357125,500
0.174892,0.581874,500
0.557309,0.253497,500
0.618092,0.213909,500
0.838145,0.0845431,500
0.22197,0.528884,500
0.256222,0.493858,500
0.818737,0.0951863,500
0.469374,0.314941,500
0.103838,0.677838,500
0.196003,0.557328,500
0.570698,0.244624,500
0.0454278,0.78689,500
0.0569107,0.761489,500
0.417616,0.353787,500
0.612445,0.217479,500
0.970527,0.0148603,500
0.368239,0.393229,500
0.706721,0.159394,500
0.276624,0.474114,500
0.880718,0.0615478,500
0.665204,0.184465,500
0.0886852,0.702296,500
0.78464,0.114247,500
0.285274,0.465958,500
0.67902,0.17602,500
0.0501252,0.776126,500
0.272489,0.478085,500
0.210991,0.540692,500
0.340642,0.416434,500
0.854077,0.0758704,500
0.215907,0.535448,500
0.631719,0.205227,500
0.110361,0.667855,500
0.264789,0.485446,500
0.557326,0.253488,500
0.129724,0.639872,500
0.762485,0.126815,500
0.982804,0.00872763,500
0.0525787,0.77072,500
0.445678,0.332476,500
0.0853649,0.707846,500
0.591565,0.230932,500
0.686687,0.171383,500
0.337312,0.419273,500
0.846809,0.0797931,500
0.995284,0.00244322,500
