f1,f2,generation
0.769484,0.417967,100
0.0220428,1.00264,100
0.75019,0.446656,100
0.44708,0.805772,100
0.779161,0.402836,100
0.991838,0.0223237,100
0.325178,0.899951,100
0.844817,0.293274,100
0.0873474,0.995471,100
0.22686,0.954364,100
0.071353,0.997123,100
0.786283,0.388613,100
0.819836,0.33605,100
0.702056,0.513946,100
0.611566,0.632088,100
0.0606261,1.00012,100
0.930424,0.140253,100
0.233503,0.949041,100
0.955073,0.0944807,100
0.889941,0.218815,100
0.42513,0.823633,100
0.731788,0.472826,100
0.711819,0.499636,100
0.205769,0.96096,100
0.437531,0.813354,100
0.244901,0.943248,100
0.212436,0.959345,100
0.626953,0.613229,100
0.719337,0.487567,100
0.65233,0.58257,100
0.801088,0.365859,100
0.851283,0.281991,100
0.275841,0.927785,100
0.686214,0.538025,100
0.153345,0.98158,100
0.498692,0.756276,100
0.260862,0.936166,100
0.114653,0.990976,100
0.595571,0.651207,100
0.693834,0.527564,100
0.0397915,1.00235,100
0.774148,0.409489,100
0.606644,0.638603,100
0.128472,0.987241,100
0.958984,0.0900858,100
0.0993508,0.993579,100
0.8948,0.20787,100
0.348917,0.886436,100
0.599624,0.644731,100
0.135057,0.984877,100
0.270558,0.932484,100
0.0452054,1.00098,100
0.254774,0.941927,100
0.670715,0.554127,100
0.793539,0.38085,100
0.00714063,1.00302,100
0.425775,0.823095,100
0.799533,0.369262,100
0.646759,0.589566,100
0.978332,0.0477402,100
0.5363,0.717484,100
0.6633,0.567666,100
0.641026,0.593796,100
0.477501,0.777069,100
0.165676,0.978002,100
1,1.14222e-05,500
0,1.00002,500
0.283099,0.920032,500
0.762607,0.41874,500
0.532716,0.716426,500
0.651997,0.57525,500
0.922689,0.148846,500
0.441651,0.805191,500
0.136301,0.981532,500
0.752284,0.434266,500
0.42246,0.821709,500
0.258432,0.933321,500
0.514513,0.735432,500
0.180775,0.967387,500
0.621703,0.613745,500
0.60758,0.630972,500
0.366678,0.865777,500
0.062618,0.996186,500
0.594749,0.646446,500
0.723271,0.477023,500
0.731087,0.465815,500
0.935071,0.12591,500
0.875684,0.233439,500
0.33931,0.885172,500
0.906938,0.177617,500
0.463675,0.785138,500
0.156541,0.975563,500
0.0173591,0.999743,500
0.321826,0.896539,500
0.915692,0.161715,500
0.194802,0.962182,500
0.447411,0.799999,500
0.686954,0.528464,500
0.978826,0.0419188,500
0.883498,0.219575,500
0.826001,0.318052,500
0.951762,0.0944282,500
0.164263,0.973082,500
0.292211,0.914737,500
0.745322,0.444686,500
0.856602,0.266556,500
0.408252,0.833543,500
0.795376,0.367666,500
0.845636,0.285119,500
0.376563,0.858331,500
0.821186,0.325911,500
0.985691,0.0288074,500
0.570232,0.675131,500
0.887629,0.212446,500
0.854358,0.270364,500
0.715416,0.48845,500
0.353975,0.874797,500
0.603906,0.635539,500
0.959023,0.0804396,500
0.789866,0.376349,500
0.641402,0.588892,500
0.634318,0.597823,500
0.702781,0.506255,500
0.317568,0.899286,500
0.206509,0.957508,500
0.549152,0.698561,500
0.558674,0.687968,500
0.869875,0.243478,500
0.86569,0.250839,500
0.661859,0.562098,500
0.81457,0.336661,500
0.586277,0.656558,500
0.833463,0.305641,500
0.678804,0.539411,500
0.77202,0.404138,500
0.03809,0.9986,500
0.503573,0.746515,500
0.0425771,0.99825,500
0.776245,0.397635,500
0.122642,0.985008,500
0.497045,0.753185,500
0.30502,0.907075,500
0.965166,0.0686429,500
0.894277,0.200676,500
0.995271,0.00966187,500
0.664167,0.559034,500
0.801778,0.357527,500
0.474579,0.775046,500
0.672756,0.547682,500
0.93821,0.119937,500
0.711473,0.494115,500
0.784591,0.384743,500
0.580092,0.663692,500
0.572744,0.672228,500
0.781498,0.389458,500
0.487354,0.76262,500
0.738818,0.454288,500
0.706464,0.501179,500
0.69502,0.51719,500
0.303315,0.908252,500
0.24316,0.941037,500
0.557763,0.689137,500
0.11754,0.986231,500
0.839597,0.295278,500
0.919614,0.154575,500
