x,y,z
-1.91919,-1.19192,1.28367
-1.91919,-1.15152,1.14938
-1.91919,-1.11111,1.01975
-1.91919,-1.07071,0.896802
-1.91919,-1.0303,0.782187
-1.91919,-0.989899,0.67717
-1.91919,-0.949495,0.582641
-1.91919,-0.909091,0.499132
-1.91919,-0.868687,0.42685
-1.91919,-0.828283,0.36571
-1.91919,-0.787879,0.315376
-1.91919,-0.747475,0.275298
-1.91919,-0.707071,0.244761
-1.91919,-0.666667,0.222919
-1.91919,-0.626263,0.208838
-1.91919,-0.585859,0.201527
-1.91919,-0.545455,0.199975
-1.91919,-0.505051,0.203171
-1.91919,-0.464646,0.210134
-1.91919,-0.424242,0.219924
-1.91919,-0.383838,0.231663
-1.91919,-0.343434,0.244538
-1.91919,-0.30303,0.257817
-1.91919,-0.262626,0.270847
-1.91919,-0.222222,0.283058
-1.91919,-0.181818,0.293964
-1.91919,-0.141414,0.303166
-1.91919,-0.10101,0.310343
-1.91919,-0.0606061,0.315259
-1.91919,-0.020202,0.317756
-1.91919,0.020202,0.317756
-1.91919,0.0606061,0.315259
-1.91919,0.10101,0.310343
-1.91919,0.141414,0.303166
-1.91919,0.181818,0.293964
-1.91919,0.222222,0.283058
-1.91919,0.262626,0.270847
-1.91919,0.30303,0.257817
-1.91919,0.343434,0.244538
-1.91919,0.383838,0.231663
-1.91919,0.424242,0.219924
-1.91919,0.464646,0.210134
-1.91919,0.505051,0.203171
-1.91919,0.545455,0.199975
-1.91919,0.585859,0.201527
-1.91919,0.626263,0.208838
-1.91919,0.666667,0.222919
-1.91919,0.707071,0.244761
-1.91919,0.747475,0.275298
-1.91919,0.787879,0.315376
-1.91919,0.828283,0.36571
-1.91919,0.868687,0.42685
-1.91919,0.909091,0.499132
-1.91919,0.949495,0.582641
-1.91919,0.989899,0.67717
-1.91919,1.0303,0.782187
-1.91919,1.07071,0.896802
-1.91919,1.11111,1.01975
-1.91919,1.15152,1.14938
-1.91919,1.19192,1.28367
-1.91919,1.23232,1.42022
-1.91919,1.27273,1.5563
-1.91919,1.31313,1.68892
-1.91919,1.35354,1.81488
-1.91919,1.39394,1.93083
-1.91919,1.43434,2.03345
-1.91919,1.47475,2.11945
-1.91919,1.51515,2.18582
-1.91919,1.55556,2.22984
-1.91919,1.59596,2.2493
-1.91919,1.63636,2.24259
-1.91919,1.67677,2.20878
-1.91919,1.71717,2.14778
-1.91919,1.75758,2.06038
-1.91919,1.79798,1.94829
-1.91919,1.83838,1.81415
-1.91919,1.87879,1.66151
-1.91919,1.91919,1.49478
-1.91919,1.9596,1.3191
-1.91919,2,1.14017
-1.87879,-2,1.31174
-1.87879,-1.9596,1.49116
-1.87879,-1.91919,1.66151
-1.87879,-1.87879,1.81731
-1.87879,-1.83838,1.95383
-1.87879,-1.79798,2.06723
-1.87879,-1.75758,2.15468
-1.87879,-1.71717,2.21431
-1.87879,-1.67677,2.24528
-1.87879,-1.63636,2.24772
-1.87879,-1.59596,2.22263
-1.87879,-1.55556,2.17178
-1.87879,-1.51515,2.09763
-1.87879,-1.47475,2.00314
-1.87879,-1.43434,1.89164
-1.87879,-1.39394,1.76672
-1.87879,-1.35354,1.63204
-1.87879,-1.31313,1.49124
-1.87879,-1.27273,1.34784
-1.87879,-1.23232,1.20508
-1.87879,-1.19192,1.06591
-1.87879,-1.15152,0.932902
-1.87879,-1.11111,0.808212
-1.87879,-1.07071,0.693564
-1.87879,-1.0303,0.590248
-1.87879,-0.989899,0.499132
-1.87879,-0.949495,0.420683
-1.87879,-0.909091,0.355005
-1.87879,-0.868687,0.301879
-1.87879,-0.828283,0.260809
-1.87879,-0.787879,0.23107
-1.87879,-0.747475,0.211757
-1.87879,-0.707071,0.201834
-1.87879,-0.666667,0.200174
-1.87879,-0.626263,0.205602
-1.87879,-0.585859,0.21693
-1.87879,-0.545455,0.232985
-1.87879,-0.505051,0.252636
-1.87879,-0.464646,0.27481
-1.87879,-0.424242,0.298512
-1.87879,-0.383838,0.322828
-1.87879,-0.343434,0.346936
-1.87879,-0.30303,0.370107
-1.87879,-0.262626,0.391704
-1.87879,-0.222222,0.411182
-1.87879,-0.181818,0.428085
-1.87879,-0.141414,0.442041
-1.87879,-0.10101,0.452757
-1.87879,-0.0606061,0.460019
-1.87879,-0.020202,0.463685
-1.87879,0.020202,0.463685
-1.87879,0.0606061,0.460019
-1.87879,0.10101,0.452757
-1.87879,0.141414,0.442041
-1.87879,0.181818,0.428085
-1.87879,0.222222,0.411182
-1.87879,0.262626,0.391704
-1.87879,0.30303,0.370107
-1.87879,0.343434,0.346936
-1.87879,0.383838,0.322828
-1.87879,0.424242,0.298512
-1.87879,0.464646,0.27481
-1.87879,0.505051,0.252636
-1.87879,0.545455,0.232985
-1.87879,0.585859,0.21693
-1.87879,0.626263,0.205602
-1.87879,0.666667,0.200174
-1.87879,0.707071,0.201834
-1.87879,0.747475,0.211757
-1.87879,0.787879,0.23107
-1.87879,0.828283,0.260809
-1.87879,0.868687,0.301879
-1.87879,0.909091,0.355005
-1.87879,0.949495,0.420683
-1.87879,0.989899,0.499132
-1.87879,1.0303,0.590248
-1.87879,1.07071,0.693564
-1.87879,1.11111,0.808212
-1.87879,1.15152,0.932902
-1.87879,1.19192,1.06591
-1.87879,1.23232,1.20508
-1.87879,1.27273,1.34784
-1.87879,1.31313,1.49124
-1.87879,1.35354,1.63204
-1.87879,1.39394,1.76672
-1.87879,1.43434,1.89164
-1.87879,1.47475,2.00314
-1.87879,1.51515,2.09763
-1.87879,1.55556,2.17178
-1.87879,1.59596,2.22263
-1.87879,1.63636,2.24772
-1.87879,1.67677,2.24528
-1.87879,1.71717,2.21431
-1.87879,1.75758,2.15468
-1.87879,1.79798,2.06723
-1.87879,1.83838,1.95383
-1.87879,1.87879,1.81731
-1.87879,1.91919,1.66151
-1.87879,1.9596,1.49116
-1.87879,2,1.31174
-1.83838,-2,1.48027
-1.83838,-1.9596,1.6546
-1.83838,-1.91919,1.81415
-1.83838,-1.87879,1.95383
-1.83838,-1.83838,2.06949
-1.83838,-1.79798,2.15804
-1.83838,-1.75758,2.21744
-1.83838,-1.71717,2.24675
-1.83838,-1.67677,2.24608
-1.83838,-1.63636,2.2165
-1.83838,-1.59596,2.15993
-1.83838,-1.55556,2.07902
-1.83838,-1.51515,1.977
-1.83838,-1.47475,1.85752
-1.83838,-1.43434,1.72446
-1.83838,-1.39394,1.58185
-1.83838,-1.35354,1.43365
-1.83838,-1.31313,1.28367
-1.83838,-1.27273,1.13546
-1.83838,-1.23232,0.992184
-1.83838,-1.19192,0.856615
-1.83838,-1.15152,0.731043
-1.83838,-1.11111,0.617277
-1.83838,-1.07071,0.516634
-1.83838,-1.0303,0.42996
-1.83838,-0.989899,0.357652
-1.83838,-0.949495,0.299704
-1.83838,-0.909091,0.255751
-1.83838,-0.868687,0.225126
-1.83838,-0.828283,0.206915
-1.83838,-0.787879,0.20001
-1.83838,-0.747475,0.203171
-1.83838,-0.707071,0.215069
-1.83838,-0.666667,0.234335
-1.83838,-0.626263,0.259598
-1.83838,-0.585859,0.289522
-1.83838,-0.545455,0.322828
-1.83838,-0.505051,0.358319
-1.83838,-0.464646,0.394889
-1.83838,-0.424242,0.431538
-1.83838,-0.383838,0.467374
-1.83838,-0.343434,0.501612
-1.83838,-0.30303,0.533573
-1.83838,-0.262626,0.562681
-1.83838,-0.222222,0.58845
-1.83838,-0.181818,0.610486
-1.83838,-0.141414,0.628473
-1.83838,-0.10101,0.642166
-1.83838,-0.0606061,0.651391
-1.83838,-0.020202,0.656032
-1.83838,0.020202,0.656032
-1.83838,0.0606061,0.651391
-1.83838,0.10101,0.642166
-1.83838,0.141414,0.628473
-1.83838,0.181818,0.610486
-1.83838,0.222222,0.58845
-1.83838,0.262626,0.562681
-1.83838,0.30303,0.533573
-1.83838,0.343434,0.501612
-1.83838,0.383838,0.467374
-1.83838,0.424242,0.431538
-1.83838,0.464646,0.394889
-1.83838,0.505051,0.358319
-1.83838,0.545455,0.322828
-1.83838,0.585859,0.289522
-1.83838,0.626263,0.259598
-1.83838,0.666667,0.234335
-1.83838,0.707071,0.215069
-1.83838,0.747475,0.203171
-1.83838,0.787879,0.20001
-1.83838,0.828283,0.206915
-1.83838,0.868687,0.225126
-1.83838,0.909091,0.255751
-1.83838,0.949495,0.299704
-1.83838,0.989899,0.357652
-1.83838,1.0303,0.42996
-1.83838,1.07071,0.516634
-1.83838,1.11111,0.617277
-1.83838,1.15152,0.731043
-1.83838,1.19192,0.856615
-1.83838,1.23232,0.992184
-1.83838,1.27273,1.13546
-1.83838,1.31313,1.28367
-1.83838,1.35354,1.43365
-1.83838,1.39394,1.58185
-1.83838,1.43434,1.72446
-1.83838,1.47475,1.85752
-1.83838,1.51515,1.977
-1.83838,1.55556,2.07902
-1.83838,1.59596,2.15993
-1.83838,1.63636,2.2165
-1.83838,1.67677,2.24608
-1.83838,1.71717,2.24675
-1.83838,1.75758,2.21744
-1.83838,1.79798,2.15804
-1.83838,1.83838,2.06949
-1.83838,1.87879,1.95383
-1.83838,1.91919,1.81415
-1.83838,1.9596,1.6546
-1.83838,2,1.48027
-1.79798,-2,1.64072
-1.79798,-1.9596,1.80461
-1.79798,-1.91919,1.94829
-1.79798,-1.87879,2.06723
-1.79798,-1.83838,2.15804
-1.79798,-1.79798,2.21845
-1.79798,-1.75758,2.24739
-1.79798,-1.71717,2.24489
-1.79798,-1.67677,2.21207
-1.79798,-1.63636,2.15095
-1.79798,-1.59596,2.06439
-1.79798,-1.55556,1.95586
-1.79798,-1.51515,1.82929
-1.79798,-1.47475,1.68892
-1.79798,-1.43434,1.53911
-1.79798,-1.39394,1.38417
-1.79798,-1.35354,1.22825
-1.79798,-1.31313,1.07517
-1.79798,-1.27273,0.928372
-1.79798,-1.23232,0.79083
-1.79798,-1.19192,0.664988
-1.79798,-1.15152,0.552745
-1.79798,-1.11111,0.455455
-1.79798,-1.07071,0.373942
-1.79798,-1.0303,0.308532
-1.79798,-0.989899,0.2591
-1.79798,-0.949495,0.225126
-1.79798,-0.909091,0.20576
-1.79798,-0.868687,0.199881
-1.79798,-0.828283,0.206169
-1.79798,-0.787879,0.223162
-1.79798,-0.747475,0.249316
-1.79798,-0.707071,0.283058
-1.79798,-0.666667,0.322828
-1.79798,-0.626263,0.367122
-1.79798,-0.585859,0.414514
-1.79798,-0.545455,0.463685
-1.79798,-0.505051,0.513432
-1.79798,-0.464646,0.562681
-1.79798,-0.424242,0.610486
-1.79798,-0.383838,0.656032
-1.79798,-0.343434,0.698622
-1.79798,-0.30303,0.737677
-1.79798,-0.262626,0.772718
-1.79798,-0.222222,0.803361
-1.79798,-0.181818,0.829301
-1.79798,-0.141414,0.850305
-1.79798,-0.10101,0.866199
-1.79798,-0.0606061,0.876859
-1.79798,-0.020202,0.882208
-1.79798,0.020202,0.882208
-1.79798,0.0606061,0.876859
-1.79798,0.10101,0.866199
-1.79798,0.141414,0.850305
-1.79798,0.181818,0.829301
-1.79798,0.222222,0.803361
-1.79798,0.262626,0.772718
-1.79798,0.30303,0.737677
-1.79798,0.343434,0.698622
-1.79798,0.383838,0.656032
-1.79798,0.424242,0.610486
-1.79798,0.464646,0.562681
-1.79798,0.505051,0.513432
-1.79798,0.545455,0.463685
-1.79798,0.585859,0.414514
-1.79798,0.626263,0.367122
-1.79798,0.666667,0.322828
-1.79798,0.707071,0.283058
-1.79798,0.747475,0.249316
-1.79798,0.787879,0.223162
-1.79798,0.828283,0.206169
-1.79798,0.868687,0.199881
-1.79798,0.909091,0.20576
-1.79798,0.949495,0.225126
-1.79798,0.989899,0.2591
-1.79798,1.0303,0.308532
-1.79798,1.07071,0.373942
-1.79798,1.11111,0.455455
-1.79798,1.15152,0.552745
-1.79798,1.19192,0.664988
-1.79798,1.23232,0.79083
-1.79798,1.27273,0.928372
-1.79798,1.31313,1.07517
-1.79798,1.35354,1.22825
-1.79798,1.39394,1.38417
-1.79798,1.43434,1.53911
-1.79798,1.47475,1.68892
-1.79798,1.51515,1.82929
-1.79798,1.55556,1.95586
-1.79798,1.59596,2.06439
-1.79798,1.63636,2.15095
-1.79798,1.67677,2.21207
-1.79798,1.71717,2.24489
-1.79798,1.75758,2.24739
-1.79798,1.79798,2.21845
-1.79798,1.83838,2.15804
-1.79798,1.87879,2.06723
-1.79798,1.91919,1.94829
-1.79798,1.9596,1.80461
-1.79798,2,1.64072
-1.75758,-2,1.78858
-1.75758,-1.9596,1.9371
-1.75758,-1.91919,2.06038
-1.75758,-1.87879,2.15468
-1.75758,-1.83838,2.21744
-1.75758,-1.79798,2.24739
-1.75758,-1.75758,2.24446
-1.75758,-1.71717,2.20975
-1.75758,-1.67677,2.14537
-1.75758,-1.63636,2.05432
-1.75758,-1.59596,1.94032
-1.75758,-1.55556,1.8076
-1.75758,-1.51515,1.66072
-1.75758,-1.47475,1.50438
-1.75758,-1.43434,1.34328
-1.75758,-1.39394,1.18188
-1.75758,-1.35354,1.02436
-1.75758,-1.31313,0.874416
-1.75758,-1.27273,0.735256
-1.75758,-1.23232,0.609491
-1.75758,-1.19192,0.499132
-1.75758,-1.15152,0.405574
-1.75758,-1.11111,0.329626
-1.75758,-1.07071,0.271541
-1.75758,-1.0303,0.23107
-1.75758,-0.989899,0.20753
-1.75758,-0.949495,0.199874
-1.75758,-0.909091,0.206763
-1.75758,-0.868687,0.226643
-1.75758,-0.828283,0.257817
-1.75758,-0.787879,0.298512
-1.75758,-0.747475,0.346936
-1.75758,-0.707071,0.401332
-1.75758,-0.666667,0.460019
-1.75758,-0.626263,0.521423
-1.75758,-0.585859,0.584104
-1.75758,-0.545455,0.646769
-1.75758,-0.505051,0.708283
-1.75758,-0.464646,0.767664
-1.75758,-0.424242,0.824085
-1.75758,-0.383838,0.876859
-1.75758,-0.343434,0.925433
-1.75758,-0.30303,0.969367
-1.75758,-0.262626,1.00832
-1.75758,-0.222222,1.04205
-1.75758,-0.181818,1.07036
-1.75758,-0.141414,1.09313
-1.75758,-0.10101,1.11027
-1.75758,-0.0606061,1.12173
-1.75758,-0.020202,1.12746
-1.75758,0.020202,1.12746
-1.75758,0.0606061,1.12173
-1.75758,0.10101,1.11027
-1.75758,0.141414,1.09313
-1.75758,0.181818,1.07036
-1.75758,0.222222,1.04205
-1.75758,0.262626,1.00832
-1.75758,0.30303,0.969367
-1.75758,0.343434,0.925433
-1.75758,0.383838,0.876859
-1.75758,0.424242,0.824085
-1.75758,0.464646,0.767664
-1.75758,0.505051,0.708283
-1.75758,0.545455,0.646769
-1.75758,0.585859,0.584104
-1.75758,0.626263,0.521423
-1.75758,0.666667,0.460019
-1.75758,0.707071,0.401332
-1.75758,0.747475,0.346936
-1.75758,0.787879,0.298512
-1.75758,0.828283,0.257817
-1.75758,0.868687,0.226643
-1.75758,0.909091,0.206763
-1.75758,0.949495,0.199874
-1.75758,0.989899,0.20753
-1.75758,1.0303,0.23107
-1.75758,1.07071,0.271541
-1.75758,1.11111,0.329626
-1.75758,1.15152,0.405574
-1.75758,1.19192,0.499132
-1.75758,1.23232,0.609491
-1.75758,1.27273,0.735256
-1.75758,1.31313,0.874416
-1.75758,1.35354,1.02436
-1.75758,1.39394,1.18188
-1.75758,1.43434,1.34328
-1.75758,1.47475,1.50438
-1.75758,1.51515,1.66072
-1.75758,1.55556,1.8076
-1.75758,1.59596,1.94032
-1.75758,1.63636,2.05432
-1.75758,1.67677,2.14537
-1.75758,1.71717,2.20975
-1.75758,1.75758,2.24446
-1.75758,1.79798,2.24739
-1.75758,1.83838,2.21744
-1.75758,1.87879,2.15468
-1.75758,1.91919,2.06038
-1.75758,1.9596,1.9371
-1.75758,2,1.78858
-1.71717,-2,1.92002
-1.71717,-1.9596,2.04873
-1.71717,-1.91919,2.14778
-1.71717,-1.87879,2.21431
-1.71717,-1.83838,2.24675
-1.71717,-1.79798,2.24489
-1.71717,-1.75758,2.20975
-1.71717,-1.71717,2.14348
-1.71717,-1.67677,2.0492
-1.71717,-1.63636,1.93083
-1.71717,-1.59596,1.7929
-1.71717,-1.55556,1.64028
-1.71717,-1.51515,1.47804
-1.71717,-1.47475,1.31125
-1.71717,-1.43434,1.14474
-1.71717,-1.39394,0.983021
-1.71717,-1.35354,0.830108
-1.71717,-1.31313,0.68945
-1.71717,-1.27273,0.563854
-1.71717,-1.23232,0.455455
-1.71717,-1.19192,0.36571
-1.71717,-1.15152,0.295418
-1.71717,-1.11111,0.244761
-1.71717,-1.07071,0.213368
-1.71717,-1.0303,0.200383
-1.71717,-0.989899,0.20455
-1.71717,-0.949495,0.224295
-1.71717,-0.909091,0.257817
-1.71717,-0.868687,0.303166
-1.71717,-0.828283,0.358319
-1.71717,-0.787879,0.421251
-1.71717,-0.747475,0.489994
-1.71717,-0.707071,0.562681
-1.71717,-0.666667,0.637583
-1.71717,-0.626263,0.713139
-1.71717,-0.585859,0.787971
-1.71717,-0.545455,0.860888
-1.71717,-0.505051,0.930887
-1.71717,-0.464646,0.997149
-1.71717,-0.424242,1.05902
-1.71717,-0.383838,1.116
-1.71717,-0.343434,1.16771
-1.71717,-0.30303,1.21391
-1.71717,-0.262626,1.25444
-1.71717,-0.222222,1.28918
-1.71717,-0.181818,1.31811
-1.71717,-0.141414,1.34123
-1.71717,-0.10101,1.35853
-1.71717,-0.0606061,1.37005
-1.71717,-0.020202,1.3758
-1.71717,0.020202,1.3758
-1.71717,0.0606061,1.37005
-1.71717,0.10101,1.35853
-1.71717,0.141414,1.34123
-1.71717,0.181818,1.31811
-1.71717,0.222222,1.28918
-1.71717,0.262626,1.25444
-1.71717,0.30303,1.21391
-1.71717,0.343434,1.16771
-1.71717,0.383838,1.116
-1.71717,0.424242,1.05902
-1.71717,0.464646,0.997149
-1.71717,0.505051,0.930887
-1.71717,0.545455,0.860888
-1.71717,0.585859,0.787971
-1.71717,0.626263,0.713139
-1.71717,0.666667,0.637583
-1.71717,0.707071,0.562681
-1.71717,0.747475,0.489994
-1.71717,0.787879,0.421251
-1.71717,0.828283,0.358319
-1.71717,0.868687,0.303166
-1.71717,0.909091,0.257817
-1.71717,0.949495,0.224295
-1.71717,0.989899,0.20455
-1.71717,1.0303,0.200383
-1.71717,1.07071,0.213368
-1.71717,1.11111,0.244761
-1.71717,1.15152,0.295418
-1.71717,1.19192,0.36571
-1.71717,1.23232,0.455455
-1.71717,1.27273,0.563854
-1.71717,1.31313,0.68945
-1.71717,1.35354,0.830108
-1.71717,1.39394,0.983021
-1.71717,1.43434,1.14474
-1.71717,1.47475,1.31125
-1.71717,1.51515,1.47804
-1.71717,1.55556,1.64028
-1.71717,1.59596,1.7929
-1.71717,1.63636,1.93083
-1.71717,1.67677,2.0492
-1.71717,1.71717,2.14348
-1.71717,1.75758,2.20975
-1.71717,1.79798,2.24489
-1.71717,1.83838,2.24675
-1.71717,1.87879,2.21431
-1.71717,1.91919,2.14778
-1.71717,1.9596,2.04873
-1.71717,2,1.92002
-1.67677,-2,2.03192
-1.67677,-1.9596,2.13703
-1.67677,-1.91919,2.20878
-1.67677,-1.87879,2.24528
-1.67677,-1.83838,2.24608
-1.67677,-1.79798,2.21207
-1.67677,-1.75758,2.14537
-1.67677,-1.71717,2.0492
-1.67677,-1.67677,1.92764
-1.67677,-1.63636,1.78547
-1.67677,-1.59596,1.6279
-1.67677,-1.55556,1.46036
-1.67677,-1.51515,1.28827
-1.67677,-1.47475,1.11689
-1.67677,-1.43434,0.951068
-1.67677,-1.39394,0.795164
-1.67677,-1.35354,0.652904
-1.67677,-1.31313,0.527315
-1.67677,-1.27273,0.420683
-1.67677,-1.23232,0.334541
-1.67677,-1.19192,0.269695
-1.67677,-1.15152,0.226266
-1.67677,-1.11111,0.203757
-1.67677,-1.07071,0.201137
-1.67677,-1.0303,0.21693
-1.67677,-0.989899,0.249316
-1.67677,-0.949495,0.296225
-1.67677,-0.909091,0.355435
-1.67677,-0.868687,0.424656
-1.67677,-0.828283,0.501612
-1.67677,-0.787879,0.584104
-1.67677,-0.747475,0.670065
-1.67677,-0.707071,0.757604
-1.67677,-0.666667,0.845034
-1.67677,-0.626263,0.930887
-1.67677,-0.585859,1.01393
-1.67677,-0.545455,1.09313
-1.67677,-0.505051,1.16771
-1.67677,-0.464646,1.23706
-1.67677,-0.424242,1.30076
-1.67677,-0.383838,1.35853
-1.67677,-0.343434,1.41024
-1.67677,-0.30303,1.45583
-1.67677,-0.262626,1.49536
-1.67677,-0.222222,1.5289
-1.67677,-0.181818,1.55658
-1.67677,-0.141414,1.57852
-1.67677,-0.10101,1.59485
-1.67677,-0.0606061,1.60568
-1.67677,-0.020202,1.61107
-1.67677,0.020202,1.61107
-1.67677,0.0606061,1.60568
-1.67677,0.10101,1.59485
-1.67677,0.141414,1.57852
-1.67677,0.181818,1.55658
-1.67677,0.222222,1.5289
-1.67677,0.262626,1.49536
-1.67677,0.30303,1.45583
-1.67677,0.343434,1.41024
-1.67677,0.383838,1.35853
-1.67677,0.424242,1.30076
-1.67677,0.464646,1.23706
-1.67677,0.505051,1.16771
-1.67677,0.545455,1.09313
-1.67677,0.585859,1.01393
-1.67677,0.626263,0.930887
-1.67677,0.666667,0.845034
