x,y,z
-10.24,6.9301,7.04747e+008
-10.24,7.13697,7.11083e+008
-10.24,7.34384,7.19117e+008
-10.24,7.55071,7.29141e+008
-10.24,7.75758,7.41495e+008
-10.24,7.96444,7.56564e+008
-10.24,8.17131,7.74787e+008
-10.24,8.37818,7.96662e+008
-10.24,8.58505,8.22753e+008
-10.24,8.79192,8.53697e+008
-10.24,8.99879,8.90208e+008
-10.24,9.20566,9.33091e+008
-10.24,9.41253,9.83244e+008
-10.24,9.61939,1.04167e+009
-10.24,9.82626,1.1095e+009
-10.24,10.0331,1.18796e+009
-10.24,10.24,1.27845e+009
-10.0331,-10.24,1.62824e+009
-10.0331,-10.0331,1.50185e+009
-10.0331,-9.82626,1.39114e+009
-10.0331,-9.61939,1.29435e+009
-10.0331,-9.41253,1.20992e+009
-10.0331,-9.20566,1.13641e+009
-10.0331,-8.99879,1.07255e+009
-10.0331,-8.79192,1.01718e+009
-10.0331,-8.58505,9.69267e+008
-10.0331,-8.37818,9.2788e+008
-10.0331,-8.17131,8.92192e+008
-10.0331,-7.96444,8.61467e+008
-10.0331,-7.75758,8.35049e+008
-10.0331,-7.55071,8.12356e+008
-10.0331,-7.34384,7.92876e+008
-10.0331,-7.13697,7.76156e+008
-10.0331,-6.9301,7.618e+008
-10.0331,-6.72323,7.4946e+008
-10.0331,-6.51636,7.38833e+008
-10.0331,-6.30949,7.29656e+008
-10.0331,-6.10263,7.21701e+008
-10.0331,-5.89576,7.14771e+008
-10.0331,-5.68889,7.08698e+008
-10.0331,-5.48202,7.03338e+008
-10.0331,-5.27515,6.98567e+008
-10.0331,-5.06828,6.94282e+008
-10.0331,-4.86141,6.90396e+008
-10.0331,-4.65455,6.86835e+008
-10.0331,-4.44768,6.83538e+008
-10.0331,-4.24081,6.80455e+008
-10.0331,-4.03394,6.77545e+008
-10.0331,-3.82707,6.74774e+008
-10.0331,-3.6202,6.72114e+008
-10.0331,-3.41333,6.69544e+008
-10.0331,-3.20646,6.67045e+008
-10.0331,-2.9996,6.64605e+008
-10.0331,-2.79273,6.62211e+008
-10.0331,-2.58586,6.59857e+008
-10.0331,-2.37899,6.57534e+008
-10.0331,-2.17212,6.55239e+008
-10.0331,-1.96525,6.52968e+008
-10.0331,-1.75838,6.50718e+008
-10.0331,-1.55152,6.48487e+008
-10.0331,-1.34465,6.46273e+008
-10.0331,-1.13778,6.44075e+008
-10.0331,-0.930909,6.41893e+008
-10.0331,-0.72404,6.39726e+008
-10.0331,-0.517172,6.37574e+008
-10.0331,-0.310303,6.35435e+008
-10.0331,-0.103434,6.33311e+008
-10.0331,0.103434,6.312e+008
-10.0331,0.310303,6.29104e+008
-10.0331,0.517172,6.27021e+008
-10.0331,0.72404,6.24952e+008
-10.0331,0.930909,6.22898e+008
-10.0331,1.13778,6.20858e+008
-10.0331,1.34465,6.18832e+008
-10.0331,1.55152,6.16823e+008
-10.0331,1.75838,6.14829e+008
-10.0331,1.96525,6.12852e+008
-10.0331,2.17212,6.10895e+008
-10.0331,2.37899,6.08958e+008
-10.0331,2.58586,6.07044e+008
-10.0331,2.79273,6.05156e+008
-10.0331,2.9996,6.033e+008
-10.0331,3.20646,6.01479e+008
-10.0331,3.41333,5.99703e+008
-10.0331,3.6202,5.97978e+008
-10.0331,3.82707,5.96318e+008
-10.0331,4.03394,5.94737e+008
-10.0331,4.24081,5.93253e+008
-10.0331,4.44768,5.91889e+008
-10.0331,4.65455,5.90671e+008
-10.0331,4.86141,5.89635e+008
-10.0331,5.06828,5.88822e+008
-10.0331,5.27515,5.88282e+008
-10.0331,5.48202,5.88076e+008
-10.0331,5.68889,5.88275e+008
-10.0331,5.89576,5.88965e+008
-10.0331,6.10263,5.90249e+008
-10.0331,6.30949,5.92247e+008
-10.0331,6.51636,5.95098e+008
-10.0331,6.72323,5.98968e+008
-10.0331,6.9301,6.04048e+008
-10.0331,7.13697,6.10559e+008
-10.0331,7.34384,6.18757e+008
-10.0331,7.55071,6.28936e+008
-10.0331,7.75758,6.41432e+008
-10.0331,7.96444,6.56631e+008
-10.0331,8.17131,6.7497e+008
-10.0331,8.37818,6.96946e+008
-10.0331,8.58505,7.23122e+008
-10.0331,8.79192,7.54133e+008
-10.0331,8.99879,7.90691e+008
-10.0331,9.20566,8.336e+008
-10.0331,9.41253,8.83757e+008
-10.0331,9.61939,9.42164e+008
-10.0331,9.82626,1.00994e+009
-10.0331,10.0331,1.08833e+009
-10.0331,10.24,1.1787e+009
-9.82626,-10.24,1.51689e+009
-9.82626,-10.0331,1.39114e+009
-9.82626,-9.82626,1.28103e+009
-9.82626,-9.61939,1.18481e+009
-9.82626,-9.41253,1.10092e+009
-9.82626,-9.20566,1.02794e+009
-9.82626,-8.99879,9.64572e+008
-9.82626,-8.79192,9.09678e+008
-9.82626,-8.58505,8.6222e+008
-9.82626,-8.37818,8.21271e+008
-9.82626,-8.17131,7.86006e+008
-9.82626,-7.96444,7.55687e+008
-9.82626,-7.75758,7.29662e+008
-9.82626,-7.55071,7.07349e+008
-9.82626,-7.34384,6.88238e+008
-9.82626,-7.13697,6.71876e+008
-9.82626,-6.9301,6.57868e+008
-9.82626,-6.72323,6.45868e+008
-9.82626,-6.51636,6.35573e+008
-9.82626,-6.30949,6.2672e+008
-9.82626,-6.10263,6.19082e+008
-9.82626,-5.89576,6.12464e+008
-9.82626,-5.68889,6.06697e+008
-9.82626,-5.48202,6.01638e+008
-9.82626,-5.27515,5.97164e+008
-9.82626,-5.06828,5.93171e+008
-9.82626,-4.86141,5.89574e+008
-9.82626,-4.65455,5.86298e+008
-9.82626,-4.44768,5.83284e+008
-9.82626,-4.24081,5.80481e+008
-9.82626,-4.03394,5.77848e+008
-9.82626,-3.82707,5.75351e+008
-9.82626,-3.6202,5.72964e+008
-9.82626,-3.41333,5.70664e+008
-9.82626,-3.20646,5.68434e+008
-9.82626,-2.9996,5.6626e+008
-9.82626,-2.79273,5.64132e+008
-9.82626,-2.58586,5.62041e+008
-9.82626,-2.37899,5.59981e+008
-9.82626,-2.17212,5.57947e+008
-9.82626,-1.96525,5.55936e+008
-9.82626,-1.75838,5.53944e+008
-9.82626,-1.55152,5.5197e+008
-9.82626,-1.34465,5.50012e+008
-9.82626,-1.13778,5.48069e+008
-9.82626,-0.930909,5.4614e+008
-9.82626,-0.72404,5.44225e+008
-9.82626,-0.517172,5.42324e+008
-9.82626,-0.310303,5.40436e+008
-9.82626,-0.103434,5.38561e+008
-9.82626,0.103434,5.36698e+008
-9.82626,0.310303,5.34849e+008
-9.82626,0.517172,5.33012e+008
-9.82626,0.72404,5.31188e+008
-9.82626,0.930909,5.29377e+008
-9.82626,1.13778,5.27579e+008
-9.82626,1.34465,5.25795e+008
-9.82626,1.55152,5.24025e+008
-9.82626,1.75838,5.22271e+008
-9.82626,1.96525,5.20532e+008
-9.82626,2.17212,5.18811e+008
-9.82626,2.37899,5.17109e+008
-9.82626,2.58586,5.15429e+008
-9.82626,2.79273,5.13775e+008
-9.82626,2.9996,5.12149e+008
-9.82626,3.20646,5.10558e+008
-9.82626,3.41333,5.09009e+008
-9.82626,3.6202,5.07511e+008
-9.82626,3.82707,5.06076e+008
-9.82626,4.03394,5.04717e+008
-9.82626,4.24081,5.03452e+008
-9.82626,4.44768,5.02305e+008
-9.82626,4.65455,5.01302e+008
-9.82626,4.86141,5.00478e+008
-9.82626,5.06828,4.99873e+008
-9.82626,5.27515,4.99538e+008
-9.82626,5.48202,4.99532e+008
-9.82626,5.68889,4.99928e+008
-9.82626,5.89576,5.0081e+008
-9.82626,6.10263,5.0228e+008
-9.82626,6.30949,5.04458e+008
-9.82626,6.51636,5.07483e+008
-9.82626,6.72323,5.1152e+008
-9.82626,6.9301,5.16759e+008
-9.82626,7.13697,5.2342e+008
-9.82626,7.34384,5.31758e+008
-9.82626,7.55071,5.42067e+008
-9.82626,7.75758,5.54682e+008
-9.82626,7.96444,5.69987e+008
-9.82626,8.17131,5.88418e+008
-9.82626,8.37818,6.10472e+008
-9.82626,8.58505,6.36709e+008
-9.82626,8.79192,6.67763e+008
-9.82626,8.99879,7.04346e+008
-9.82626,9.20566,7.47258e+008
-9.82626,9.41253,7.97395e+008
-9.82626,9.61939,8.55758e+008
-9.82626,9.82626,9.23462e+008
-9.82626,10.0331,1.00175e+009
-9.82626,10.24,1.09199e+009
-9.61939,-10.24,1.4195e+009
-9.61939,-10.0331,1.29435e+009
-9.61939,-9.82626,1.18481e+009
-9.61939,-9.61939,1.08914e+009
-9.61939,-9.41253,1.00577e+009
-9.61939,-9.20566,9.33273e+008
-9.61939,-8.99879,8.70377e+008
-9.61939,-8.79192,8.15931e+008
-9.61939,-8.58505,7.689e+008
-9.61939,-8.37818,7.28362e+008
-9.61939,-8.17131,6.93491e+008
-9.61939,-7.96444,6.63552e+008
-9.61939,-7.75758,6.37891e+008
-9.61939,-7.55071,6.15931e+008
-9.61939,-7.34384,5.97161e+008
-9.61939,-7.13697,5.81129e+008
-9.61939,-6.9301,5.67443e+008
-9.61939,-6.72323,5.55754e+008
-9.61939,-6.51636,5.45763e+008
-9.61939,-6.30949,5.37208e+008
-9.61939,-6.10263,5.29861e+008
-9.61939,-5.89576,5.23527e+008
-9.61939,-5.68889,5.1804e+008
-9.61939,-5.48202,5.13255e+008
-9.61939,-5.27515,5.09051e+008
-9.61939,-5.06828,5.05324e+008
-9.61939,-4.86141,5.01989e+008
-9.61939,-4.65455,4.98973e+008
-9.61939,-4.44768,4.96214e+008
-9.61939,-4.24081,4.93665e+008
-9.61939,-4.03394,4.91282e+008
-9.61939,-3.82707,4.89034e+008
-9.61939,-3.6202,4.86893e+008
-9.61939,-3.41333,4.84838e+008
-9.61939,-3.20646,4.82851e+008
-9.61939,-2.9996,4.80918e+008
-9.61939,-2.79273,4.7903e+008
-9.61939,-2.58586,4.77177e+008
-9.61939,-2.37899,4.75353e+008
-9.61939,-2.17212,4.73555e+008
-9.61939,-1.96525,4.71777e+008
-9.61939,-1.75838,4.70018e+008
-9.61939,-1.55152,4.68276e+008
-9.61939,-1.34465,4.66548e+008
-9.61939,-1.13778,4.64835e+008
-9.61939,-0.930909,4.63135e+008
-9.61939,-0.72404,4.61447e+008
-9.61939,-0.517172,4.59772e+008
-9.61939,-0.310303,4.5811e+008
-9.61939,-0.103434,4.56459e+008
-9.61939,0.103434,4.54819e+008
-9.61939,0.310303,4.53192e+008
-9.61939,0.517172,4.51576e+008
-9.61939,0.72404,4.49972e+008
-9.61939,0.930909,4.4838e+008
-9.61939,1.13778,4.46801e+008
-9.61939,1.34465,4.45234e+008
-9.61939,1.55152,4.4368e+008
-9.61939,1.75838,4.4214e+008
-9.61939,1.96525,4.40615e+008
-9.61939,2.17212,4.39107e+008
-9.61939,2.37899,4.37616e+008
-9.61939,2.58586,4.36146e+008
-9.61939,2.79273,4.347e+008
-9.61939,2.9996,4.33282e+008
-9.61939,3.20646,4.31897e+008
-9.61939,3.41333,4.30552e+008
-9.61939,3.6202,4.29257e+008
-9.61939,3.82707,4.28022e+008
-9.61939,4.03394,4.26861e+008
-9.61939,4.24081,4.25793e+008
-9.61939,4.44768,4.2484e+008
-9.61939,4.65455,4.24029e+008
-9.61939,4.86141,4.23393e+008
-9.61939,5.06828,4.22974e+008
-9.61939,5.27515,4.2282e+008
-9.61939,5.48202,4.22992e+008
-9.61939,5.68889,4.23561e+008
-9.61939,5.89576,4.24612e+008
-9.61939,6.10263,4.26246e+008
-9.61939,6.30949,4.28582e+008
-9.61939,6.51636,4.31758e+008
-9.61939,6.72323,4.35939e+008
-9.61939,6.9301,4.41314e+008
-9.61939,7.13697,4.48103e+008
-9.61939,7.34384,4.5656e+008
-9.61939,7.55071,4.66977e+008
-9.61939,7.75758,4.79689e+008
-9.61939,7.96444,4.95078e+008
-9.61939,8.17131,5.13581e+008
-9.61939,8.37818,5.3569e+008
-9.61939,8.58505,5.61967e+008
-9.61939,8.79192,5.93043e+008
-9.61939,8.99879,6.29628e+008
-9.61939,9.20566,6.72522e+008
-9.61939,9.41253,7.22619e+008
-9.61939,9.61939,7.80916e+008
-9.61939,9.82626,8.48529e+008
-9.61939,10.0331,9.26695e+008
-9.61939,10.24,1.01679e+009
-9.41253,-10.24,1.33449e+009
-9.41253,-10.0331,1.20992e+009
-9.41253,-9.82626,1.10092e+009
-9.41253,-9.61939,1.00577e+009
-9.41253,-9.41253,9.22884e+008
-9.41253,-9.20566,8.50854e+008
-9.41253,-8.99879,7.88401e+008
-9.41253,-8.79192,7.34376e+008
-9.41253,-8.58505,6.87748e+008
-9.41253,-8.37818,6.47594e+008
-9.41253,-8.17131,6.1309e+008
-9.41253,-7.96444,5.83504e+008
-9.41253,-7.75758,5.58183e+008
-9.41253,-7.55071,5.3655e+008
-9.41253,-7.34384,5.18095e+008
-9.41253,-7.13697,5.02369e+008
-9.41253,-6.9301,4.88978e+008
-9.41253,-6.72323,4.77577e+008
-9.41253,-6.51636,4.67865e+008
-9.41253,-6.30949,4.59582e+008
-9.41253,-6.10263,4.525e+008
-9.41253,-5.89576,4.46427e+008
-9.41253,-5.68889,4.41194e+008
-9.41253,-5.48202,4.36658e+008
-9.41253,-5.27515,4.327e+008
-9.41253,-5.06828,4.29215e+008
-9.41253,-4.86141,4.26117e+008
-9.41253,-4.65455,4.23336e+008
-9.41253,-4.44768,4.20809e+008
-9.41253,-4.24081,4.18489e+008
-9.41253,-4.03394,4.16333e+008
-9.41253,-3.82707,4.1431e+008
-9.41253,-3.6202,4.12391e+008
-9.41253,-3.41333,4.10556e+008
-9.41253,-3.20646,4.08788e+008
-9.41253,-2.9996,4.07073e+008
-9.41253,-2.79273,4.054e+008
-9.41253,-2.58586,4.03762e+008
-9.41253,-2.37899,4.02152e+008
-9.41253,-2.17212,4.00565e+008
-9.41253,-1.96525,3.98998e+008
-9.41253,-1.75838,3.97449e+008
-9.41253,-1.55152,3.95915e+008
-9.41253,-1.34465,3.94395e+008
-9.41253,-1.13778,3.92888e+008
-9.41253,-0.930909,3.91393e+008
-9.41253,-0.72404,3.8991e+008
-9.41253,-0.517172,3.88438e+008
-9.41253,-0.310303,3.86978e+008
-9.41253,-0.103434,3.85528e+008
-9.41253,0.103434,3.84089e+008
-9.41253,0.310303,3.82661e+008
-9.41253,0.517172,3.81244e+008
-9.41253,0.72404,3.79838e+008
-9.41253,0.930909,3.78443e+008
-9.41253,1.13778,3.77058e+008
-9.41253,1.34465,3.75686e+008
-9.41253,1.55152,3.74326e+008
-9.41253,1.75838,3.72979e+008
-9.41253,1.96525,3.71645e+008
-9.41253,2.17212,3.70327e+008
-9.41253,2.37899,3.69026e+008
-9.41253,2.58586,3.67744e+008
-9.41253,2.79273,3.66485e+008
-9.41253,2.9996,3.65252e+008
-9.41253,3.20646,3.64051e+008
-9.41253,3.41333,3.62889e+008
-9.41253,3.6202,3.61774e+008
-9.41253,3.82707,3.60718e+008
-9.41253,4.03394,3.59735e+008
-9.41253,4.24081,3.58842e+008
-9.41253,4.44768,3.58061e+008
-9.41253,4.65455,3.5742e+008
-9.41253,4.86141,3.56952e+008
-9.41253,5.06828,3.56697e+008
-9.41253,5.27515,3.56704e+008
-9.41253,5.48202,3.57033e+008
-9.41253,5.68889,3.57755e+008
-9.41253,5.89576,3.58954e+008
-9.41253,6.10263,3.6073e+008
-9.41253,6.30949,3.63203e+008
-9.41253,6.51636,3.6651e+008
-9.41253,6.72323,3.70815e+008
-9.41253,6.9301,3.76306e+008
-9.41253,7.13697,3.83203e+008
-9.41253,7.34384,3.91758e+008
-9.41253,7.55071,4.02263e+008
-9.41253,7.75758,4.15052e+008
-9.41253,7.96444,4.30506e+008
-9.41253,8.17131,4.49059e+008
-9.41253,8.37818,4.71205e+008
-9.41253,8.58505,4.97502e+008
-9.41253,8.79192,5.2858e+008
-9.41253,8.99879,5.65149e+008
-9.41253,9.20566,6.08006e+008
-9.41253,9.41253,6.58042e+008
-9.41253,9.61939,7.16256e+008
-9.41253,9.82626,7.83758e+008
-9.41253,10.0331,8.61785e+008
-9.41253,10.24,9.51709e+008
-9.20566,-10.24,1.26044e+009
-9.20566,-10.0331,1.13641e+009
-9.20566,-9.82626,1.02794e+009
-9.20566,-9.61939,9.33273e+008
-9.20566,-9.41253,8.50854e+008
-9.20566,-9.20566,7.79265e+008
-9.20566,-8.99879,7.1723e+008
-9.20566,-8.79192,6.63602e+008
-9.20566,-8.58505,6.17352e+008
-9.20566,-8.37818,5.77558e+008
-9.20566,-8.17131,5.43399e+008
-9.20566,-7.96444,5.14142e+008
-9.20566,-7.75758,4.89137e+008
-9.20566,-7.55071,4.67807e+008
-9.20566,-7.34384,4.49644e+008
-9.20566,-7.13697,4.342e+008
-9.20566,-6.9301,4.21081e+008
-9.20566,-6.72323,4.09944e+008
-9.20566,-6.51636,4.00488e+008
-9.20566,-6.30949,3.92454e+008
-9.20566,-6.10263,3.85615e+008
-9.20566,-5.89576,3.79778e+008
-9.20566,-5.68889,3.74777e+008
-9.20566,-5.48202,3.70469e+008
-9.20566,-5.27515,3.66733e+008
-9.20566,-5.06828,3.63467e+008
-9.20566,-4.86141,3.60585e+008
-9.20566,-4.65455,3.58016e+008
-9.20566,-4.44768,3.55699e+008
-9.20566,-4.24081,3.53585e+008
-9.20566,-4.03394,3.51634e+008
-9.20566,-3.82707,3.49813e+008
-9.20566,-3.6202,3.48095e+008
-9.20566,-3.41333,3.46459e+008
-9.20566,-3.20646,3.44888e+008
-9.20566,-2.9996,3.43368e+008
-9.20566,-2.79273,3.41889e+008
-9.20566,-2.58586,3.40444e+008
-9.20566,-2.37899,3.39025e+008
-9.20566,-2.17212,3.37629e+008
-9.20566,-1.96525,3.36252e+008
-9.20566,-1.75838,3.3489e+008
-9.20566,-1.55152,3.33543e+008
-9.20566,-1.34465,3.32209e+008
-9.20566,-1.13778,3.30888e+008
-9.20566,-0.930909,3.29577e+008
-9.20566,-0.72404,3.28277e+008
-9.20566,-0.517172,3.26988e+008
-9.20566,-0.310303,3.25709e+008
-9.20566,-0.103434,3.2444e+008
-9.20566,0.103434,3.23181e+008
-9.20566,0.310303,3.21931e+008
-9.20566,0.517172,3.20692e+008
-9.20566,0.72404,3.19462e+008
-9.20566,0.930909,3.18243e+008
-9.20566,1.13778,3.17034e+008
-9.20566,1.34465,3.15836e+008
-9.20566,1.55152,3.14649e+008
-9.20566,1.75838,3.13474e+008
-9.20566,1.96525,3.12311e+008
-9.20566,2.17212,3.11163e+008
-9.20566,2.37899,3.10031e+008
-9.20566,2.58586,3.08917e+008
-9.20566,2.79273,3.07825e+008
-9.20566,2.9996,3.06757e+008
-9.20566,3.20646,3.05721e+008
-9.20566,3.41333,3.04721e+008
-9.20566,3.6202,3.03767e+008
-9.20566,3.82707,3.02871e+008
-9.20566,4.03394,3.02045e+008
-9.20566,4.24081,3.01308e+008
-9.20566,4.44768,3.0068e+008
-9.20566,4.65455,3.0019e+008
-9.20566,4.86141,2.99869e+008
-9.20566,5.06828,2.99759e+008
-9.20566,5.27515,2.99908e+008
-9.20566,5.48202,3.00375e+008
-9.20566,5.68889,3.0123e+008
-9.20566,5.89576,3.02558e+008
-9.20566,6.10263,3.04459e+008
-9.20566,6.30949,3.0705e+008
-9.20566,6.51636,3.10469e+008
-9.20566,6.72323,3.14879e+008
-9.20566,6.9301,3.20468e+008
-9.20566,7.13697,3.27454e+008
-9.20566,7.34384,3.36089e+008
-9.20566,7.55071,3.46664e+008
-9.20566,7.75758,3.59511e+008
-9.20566,7.96444,3.75011e+008
-9.20566,8.17131,3.93597e+008
-9.20566,8.37818,4.15762e+008
-9.20566,8.58505,4.42061e+008
-9.20566,8.79192,4.73124e+008
-9.20566,8.99879,5.09659e+008
-9.20566,9.20566,5.52461e+008
-9.20566,9.41253,6.0242e+008
-9.20566,9.61939,6.60532e+008
-9.20566,9.82626,7.27907e+008
-9.20566,10.0331,8.05778e+008
-9.20566,10.24,8.95515e+008
-8.99879,-10.24,1.19605e+009
-8.99879,-10.0331,1.07255e+009
-8.99879,-9.82626,9.64572e+008
-8.99879,-9.61939,8.70377e+008
-8.99879,-9.41253,7.88401e+008
-8.99879,-9.20566,7.1723e+008
-8.99879,-8.99879,6.55591e+008
-8.99879,-8.79192,6.02337e+008
-8.99879,-8.58505,5.56442e+008
-8.99879,-8.37818,5.16987e+008
-8.99879,-8.17131,4.8315e+008
-8.99879,-7.96444,4.542e+008
-8.99879,-7.75758,4.29489e+008
-8.99879,-7.55071,4.08441e+008
-8.99879,-7.34384,3.90548e+008
-8.99879,-7.13697,3.75364e+008
-8.99879,-6.9301,3.62496e+008
-8.99879,-6.72323,3.51602e+008
-8.99879,-6.51636,3.42381e+008
-8.99879,-6.30949,3.34574e+008
-8.99879,-6.10263,3.27957e+008
-8.99879,-5.89576,3.22336e+008
-8.99879,-5.68889,3.17546e+008
-8.99879,-5.48202,3.13444e+008
-8.99879,-5.27515,3.0991e+008
-8.99879,-5.06828,3.06842e+008
-8.99879,-4.86141,3.04155e+008
-8.99879,-4.65455,3.01778e+008
-8.99879,-4.44768,2.9965e+008
-8.99879,-4.24081,2.97723e+008
-8.99879,-4.03394,2.95956e+008
-8.99879,-3.82707,2.94317e+008
-8.99879,-3.6202,2.92779e+008
-8.99879,-3.41333,2.91322e+008
-8.99879,-3.20646,2.89928e+008
-8.99879,-2.9996,2.88583e+008
-8.99879,-2.79273,2.87279e+008
-8.99879,-2.58586,2.86007e+008
-8.99879,-2.37899,2.8476e+008
-8.99879,-2.17212,2.83534e+008
-8.99879,-1.96525,2.82326e+008
-8.99879,-1.75838,2.81133e+008
-8.99879,-1.55152,2.79954e+008
-8.99879,-1.34465,2.78787e+008
-8.99879,-1.13778,2.77631e+008
-8.99879,-0.930909,2.76485e+008
-8.99879,-0.72404,2.75349e+008
-8.99879,-0.517172,2.74223e+008
-8.99879,-0.310303,2.73106e+008
-8.99879,-0.103434,2.71998e+008
-8.99879,0.103434,2.709e+008
-8.99879,0.310303,2.6981e+008
-8.99879,0.517172,2.68729e+008
-8.99879,0.72404,2.67658e+008
-8.99879,0.930909,2.66596e+008
-8.99879,1.13778,2.65543e+008
-8.99879,1.34465,2.645e+008
-8.99879,1.55152,2.63467e+008
-8.99879,1.75838,2.62446e+008
-8.99879,1.96525,2.61436e+008
-8.99879,2.17212,2.6044e+008
-8.99879,2.37899,2.59458e+008
-8.99879,2.58586,2.58494e+008
-8.99879,2.79273,2.5755e+008
-8.99879,2.9996,2.5663e+008
-8.99879,3.20646,2.55739e+008
-8.99879,3.41333,2.54884e+008
-8.99879,3.6202,2.54073e+008
-8.99879,3.82707,2.53318e+008
-8.99879,4.03394,2.52632e+008
-8.99879,4.24081,2.52032e+008
-8.99879,4.44768,2.5154e+008
-8.99879,4.65455,2.51182e+008
-8.99879,4.86141,2.50992e+008
-8.99879,5.06828,2.51009e+008
-8.99879,5.27515,2.51282e+008
-8.99879,5.48202,2.51869e+008
-8.99879,5.68889,2.52841e+008
-8.99879,5.89576,2.54281e+008
-8.99879,6.10263,2.56288e+008
-8.99879,6.30949,2.5898e+008
-8.99879,6.51636,2.62495e+008
-8.99879,6.72323,2.66993e+008
-8.99879,6.9301,2.72663e+008
-8.99879,7.13697,2.79721e+008
-8.99879,7.34384,2.88419e+008
-8.99879,7.55071,2.99048e+008
-8.99879,7.75758,3.11937e+008
-8.99879,7.96444,3.27467e+008
-8.99879,8.17131,3.4607e+008
-8.99879,8.37818,3.68236e+008
-8.99879,8.58505,3.94522e+008
-8.99879,8.79192,4.25554e+008
-8.99879,8.99879,4.62039e+008
-8.99879,9.20566,5.0477e+008
-8.99879,9.41253,5.54637e+008
-8.99879,9.61939,6.12632e+008
-8.99879,9.82626,6.79863e+008
-8.99879,10.0331,7.57562e+008
-8.99879,10.24,8.47098e+008
-8.79192,-10.24,1.14017e+009
-8.79192,-10.0331,1.01718e+009
-8.79192,-9.82626,9.09678e+008
-8.79192,-9.61939,8.15931e+008
-8.79192,-9.41253,7.34376e+008
-8.79192,-9.20566,6.63602e+008
-8.79192,-8.99879,6.02337e+008
-8.79192,-8.79192,5.49438e+008
-8.79192,-8.58505,5.03878e+008
-8.79192,-8.37818,4.6474e+008
-8.79192,-8.17131,4.31205e+008
-8.79192,-7.96444,4.02543e+008
-8.79192,-7.75758,3.78105e+008
-8.79192,-7.55071,3.57319e+008
-8.79192,-7.34384,3.39677e+008
-8.79192,-7.13697,3.24733e+008
-8.79192,-6.9301,3.12097e+008
-8.79192,-6.72323,3.01425e+008
-8.79192,-6.51636,2.92419e+008
-8.79192,-6.30949,2.84821e+008
-8.79192,-6.10263,2.78406e+008
-8.79192,-5.89576,2.72982e+008
-8.79192,-5.68889,2.68383e+008
