x,y,z
-1.9596,1.43434,587.485
-1.9596,1.47475,568.209
-1.9596,1.51515,549.259
-1.9596,1.55556,530.635
-1.9596,1.59596,512.338
-1.9596,1.63636,494.368
-1.9596,1.67677,476.724
-1.9596,1.71717,459.406
-1.9596,1.75758,442.415
-1.9596,1.79798,425.751
-1.9596,1.83838,409.412
-1.9596,1.87879,393.401
-1.9596,1.91919,377.716
-1.9596,1.9596,362.357
-1.9596,2,347.325
-1.91919,-2,3238.51
-1.91919,-1.9596,3192.75
-1.91919,-1.91919,3147.31
-1.91919,-1.87879,3102.2
-1.91919,-1.83838,3057.42
-1.91919,-1.79798,3012.96
-1.91919,-1.75758,2968.83
-1.91919,-1.71717,2925.03
-1.91919,-1.67677,2881.55
-1.91919,-1.63636,2838.4
-1.91919,-1.59596,2795.58
-1.91919,-1.55556,2753.08
-1.91919,-1.51515,2710.91
-1.91919,-1.47475,2669.06
-1.91919,-1.43434,2627.55
-1.91919,-1.39394,2586.36
-1.91919,-1.35354,2545.49
-1.91919,-1.31313,2504.95
-1.91919,-1.27273,2464.74
-1.91919,-1.23232,2424.85
-1.91919,-1.19192,2385.3
-1.91919,-1.15152,2346.06
-1.91919,-1.11111,2307.16
-1.91919,-1.07071,2268.58
-1.91919,-1.0303,2230.32
-1.91919,-0.989899,2192.4
-1.91919,-0.949495,2154.8
-1.91919,-0.909091,2117.52
-1.91919,-0.868687,2080.58
-1.91919,-0.828283,2043.96
-1.91919,-0.787879,2007.66
-1.91919,-0.747475,1971.7
-1.91919,-0.707071,1936.06
-1.91919,-0.666667,1900.74
-1.91919,-0.626263,1865.75
-1.91919,-0.585859,1831.09
-1.91919,-0.545455,1796.76
-1.91919,-0.505051,1762.75
-1.91919,-0.464646,1729.07
-1.91919,-0.424242,1695.71
-1.91919,-0.383838,1662.68
-1.91919,-0.343434,1629.98
-1.91919,-0.30303,1597.6
-1.91919,-0.262626,1565.55
-1.91919,-0.222222,1533.83
-1.91919,-0.181818,1502.43
-1.91919,-0.141414,1471.36
-1.91919,-0.10101,1440.62
-1.91919,-0.0606061,1410.2
-1.91919,-0.020202,1380.11
-1.91919,0.020202,1350.35
-1.91919,0.0606061,1320.91
-1.91919,0.10101,1291.8
-1.91919,0.141414,1263.02
-1.91919,0.181818,1234.56
-1.91919,0.222222,1206.43
-1.91919,0.262626,1178.62
-1.91919,0.30303,1151.14
-1.91919,0.343434,1123.99
-1.91919,0.383838,1097.16
-1.91919,0.424242,1070.67
-1.91919,0.464646,1044.49
-1.91919,0.505051,1018.65
-1.91919,0.545455,993.128
-1.91919,0.585859,967.935
-1.91919,0.626263,943.068
-1.91919,0.666667,918.528
-1.91919,0.707071,894.314
-1.91919,0.747475,870.427
-1.91919,0.787879,846.867
-1.91919,0.828283,823.633
-1.91919,0.868687,800.725
-1.91919,0.909091,778.144
-1.91919,0.949495,755.889
-1.91919,0.989899,733.961
-1.91919,1.0303,712.36
-1.91919,1.07071,691.085
-1.91919,1.11111,670.136
-1.91919,1.15152,649.514
-1.91919,1.19192,629.218
-1.91919,1.23232,609.249
-1.91919,1.27273,589.607
-1.91919,1.31313,570.291
-1.91919,1.35354,551.301
-1.91919,1.39394,532.638
-1.91919,1.43434,514.301
-1.91919,1.47475,496.291
-1.91919,1.51515,478.607
-1.91919,1.55556,461.25
-1.91919,1.59596,444.22
-1.91919,1.63636,427.516
-1.91919,1.67677,411.138
-1.91919,1.71717,395.087
-1.91919,1.75758,379.362
-1.91919,1.79798,363.964
-1.91919,1.83838,348.892
-1.91919,1.87879,334.147
-1.91919,1.91919,319.729
-1.91919,1.9596,305.636
-1.91919,2,291.871
-1.87879,-2,3066.2
-1.87879,-1.9596,3021.68
-1.87879,-1.91919,2977.49
-1.87879,-1.87879,2933.62
-1.87879,-1.83838,2890.07
-1.87879,-1.79798,2846.86
-1.87879,-1.75758,2803.97
-1.87879,-1.71717,2761.4
-1.87879,-1.67677,2719.17
-1.87879,-1.63636,2677.26
-1.87879,-1.59596,2635.67
-1.87879,-1.55556,2594.42
-1.87879,-1.51515,2553.49
-1.87879,-1.47475,2512.88
-1.87879,-1.43434,2472.6
-1.87879,-1.39394,2432.65
-1.87879,-1.35354,2393.03
-1.87879,-1.31313,2353.73
-1.87879,-1.27273,2314.76
-1.87879,-1.23232,2276.11
-1.87879,-1.19192,2237.79
-1.87879,-1.15152,2199.8
-1.87879,-1.11111,2162.13
-1.87879,-1.07071,2124.79
-1.87879,-1.0303,2087.78
-1.87879,-0.989899,2051.09
-1.87879,-0.949495,2014.74
-1.87879,-0.909091,1978.7
-1.87879,-0.868687,1942.99
-1.87879,-0.828283,1907.61
-1.87879,-0.787879,1872.56
-1.87879,-0.747475,1837.83
-1.87879,-0.707071,1803.43
-1.87879,-0.666667,1769.36
-1.87879,-0.626263,1735.61
-1.87879,-0.585859,1702.19
-1.87879,-0.545455,1669.09
-1.87879,-0.505051,1636.32
-1.87879,-0.464646,1603.88
-1.87879,-0.424242,1571.77
-1.87879,-0.383838,1539.98
-1.87879,-0.343434,1508.52
-1.87879,-0.30303,1477.38
-1.87879,-0.262626,1446.57
-1.87879,-0.222222,1416.09
-1.87879,-0.181818,1385.93
-1.87879,-0.141414,1356.1
-1.87879,-0.10101,1326.6
-1.87879,-0.0606061,1297.42
-1.87879,-0.020202,1268.57
-1.87879,0.020202,1240.05
-1.87879,0.0606061,1211.85
-1.87879,0.10101,1183.98
-1.87879,0.141414,1156.43
-1.87879,0.181818,1129.22
-1.87879,0.222222,1102.32
-1.87879,0.262626,1075.76
-1.87879,0.30303,1049.52
-1.87879,0.343434,1023.61
-1.87879,0.383838,998.022
-1.87879,0.424242,972.763
-1.87879,0.464646,947.831
-1.87879,0.505051,923.225
-1.87879,0.545455,898.945
-1.87879,0.585859,874.992
-1.87879,0.626263,851.366
-1.87879,0.666667,828.066
-1.87879,0.707071,805.092
-1.87879,0.747475,782.445
-1.87879,0.787879,760.125
-1.87879,0.828283,738.131
-1.87879,0.868687,716.463
-1.87879,0.909091,695.122
-1.87879,0.949495,674.107
-1.87879,0.989899,653.419
-1.87879,1.0303,633.058
-1.87879,1.07071,613.023
-1.87879,1.11111,593.314
-1.87879,1.15152,573.932
-1.87879,1.19192,554.877
-1.87879,1.23232,536.148
-1.87879,1.27273,517.745
-1.87879,1.31313,499.669
-1.87879,1.35354,481.919
-1.87879,1.39394,464.496
-1.87879,1.43434,447.4
-1.87879,1.47475,430.63
-1.87879,1.51515,414.186
-1.87879,1.55556,398.069
-1.87879,1.59596,382.278
-1.87879,1.63636,366.814
-1.87879,1.67677,351.677
-1.87879,1.71717,336.865
-1.87879,1.75758,322.381
-1.87879,1.79798,308.223
-1.87879,1.83838,294.391
-1.87879,1.87879,280.886
-1.87879,1.91919,267.707
-1.87879,1.9596,254.855
-1.87879,2,242.33
-1.83838,-2,2902.13
-1.83838,-1.9596,2858.82
-1.83838,-1.91919,2815.83
-1.83838,-1.87879,2773.18
-1.83838,-1.83838,2730.85
-1.83838,-1.79798,2688.85
-1.83838,-1.75758,2647.17
-1.83838,-1.71717,2605.82
-1.83838,-1.67677,2564.8
-1.83838,-1.63636,2524.1
-1.83838,-1.59596,2483.73
-1.83838,-1.55556,2443.69
-1.83838,-1.51515,2403.97
-1.83838,-1.47475,2364.58
-1.83838,-1.43434,2325.51
-1.83838,-1.39394,2286.78
-1.83838,-1.35354,2248.37
-1.83838,-1.31313,2210.28
-1.83838,-1.27273,2172.52
-1.83838,-1.23232,2135.09
-1.83838,-1.19192,2097.99
-1.83838,-1.15152,2061.21
-1.83838,-1.11111,2024.75
-1.83838,-1.07071,1988.63
-1.83838,-1.0303,1952.83
-1.83838,-0.989899,1917.36
-1.83838,-0.949495,1882.21
-1.83838,-0.909091,1847.39
-1.83838,-0.868687,1812.9
-1.83838,-0.828283,1778.73
-1.83838,-0.787879,1744.89
-1.83838,-0.747475,1711.38
-1.83838,-0.707071,1678.19
-1.83838,-0.666667,1645.33
-1.83838,-0.626263,1612.79
-1.83838,-0.585859,1580.59
-1.83838,-0.545455,1548.71
-1.83838,-0.505051,1517.15
-1.83838,-0.464646,1485.92
-1.83838,-0.424242,1455.02
-1.83838,-0.383838,1424.44
-1.83838,-0.343434,1394.2
-1.83838,-0.30303,1364.27
-1.83838,-0.262626,1334.68
-1.83838,-0.222222,1305.41
-1.83838,-0.181818,1276.47
-1.83838,-0.141414,1247.85
-1.83838,-0.10101,1219.56
-1.83838,-0.0606061,1191.6
-1.83838,-0.020202,1163.96
-1.83838,0.020202,1136.65
-1.83838,0.0606061,1109.67
-1.83838,0.10101,1083.01
-1.83838,0.141414,1056.68
-1.83838,0.181818,1030.67
-1.83838,0.222222,1004.99
-1.83838,0.262626,979.643
-1.83838,0.30303,954.618
-1.83838,0.343434,929.92
-1.83838,0.383838,905.548
-1.83838,0.424242,881.503
-1.83838,0.464646,857.784
-1.83838,0.505051,834.392
-1.83838,0.545455,811.326
-1.83838,0.585859,788.586
-1.83838,0.626263,766.173
-1.83838,0.666667,744.087
-1.83838,0.707071,722.327
-1.83838,0.747475,700.894
-1.83838,0.787879,679.787
-1.83838,0.828283,659.006
-1.83838,0.868687,638.553
-1.83838,0.909091,618.425
-1.83838,0.949495,598.624
-1.83838,0.989899,579.15
-1.83838,1.0303,560.002
-1.83838,1.07071,541.181
-1.83838,1.11111,522.686
-1.83838,1.15152,504.517
-1.83838,1.19192,486.675
-1.83838,1.23232,469.16
-1.83838,1.27273,451.971
-1.83838,1.31313,435.108
-1.83838,1.35354,418.573
-1.83838,1.39394,402.363
-1.83838,1.43434,386.48
-1.83838,1.47475,370.924
-1.83838,1.51515,355.694
-1.83838,1.55556,340.79
-1.83838,1.59596,326.213
-1.83838,1.63636,311.963
-1.83838,1.67677,298.039
-1.83838,1.71717,284.442
-1.83838,1.75758,271.171
-1.83838,1.79798,258.226
-1.83838,1.83838,245.608
-1.83838,1.87879,233.317
-1.83838,1.91919,221.352
-1.83838,1.9596,209.713
-1.83838,2,198.401
-1.79798,-2,2745.98
-1.79798,-1.9596,2703.85
-1.79798,-1.91919,2662.06
-1.79798,-1.87879,2620.59
-1.79798,-1.83838,2579.45
-1.79798,-1.79798,2538.63
-1.79798,-1.75758,2498.15
-1.79798,-1.71717,2457.98
-1.79798,-1.67677,2418.15
-1.79798,-1.63636,2378.64
-1.79798,-1.59596,2339.45
-1.79798,-1.55556,2300.6
-1.79798,-1.51515,2262.07
-1.79798,-1.47475,2223.86
-1.79798,-1.43434,2185.99
-1.79798,-1.39394,2148.44
-1.79798,-1.35354,2111.21
-1.79798,-1.31313,2074.32
-1.79798,-1.27273,2037.74
-1.79798,-1.23232,2001.5
-1.79798,-1.19192,1965.58
-1.79798,-1.15152,1929.99
-1.79798,-1.11111,1894.73
-1.79798,-1.07071,1859.79
-1.79798,-1.0303,1825.17
-1.79798,-0.989899,1790.89
-1.79798,-0.949495,1756.93
-1.79798,-0.909091,1723.3
-1.79798,-0.868687,1689.99
-1.79798,-0.828283,1657.01
-1.79798,-0.787879,1624.36
-1.79798,-0.747475,1592.03
-1.79798,-0.707071,1560.03
-1.79798,-0.666667,1528.36
-1.79798,-0.626263,1497.01
-1.79798,-0.585859,1465.99
-1.79798,-0.545455,1435.3
-1.79798,-0.505051,1404.93
-1.79798,-0.464646,1374.89
-1.79798,-0.424242,1345.17
-1.79798,-0.383838,1315.79
-1.79798,-0.343434,1286.72
-1.79798,-0.30303,1257.99
-1.79798,-0.262626,1229.58
-1.79798,-0.222222,1201.5
-1.79798,-0.181818,1173.74
-1.79798,-0.141414,1146.31
-1.79798,-0.10101,1119.21
-1.79798,-0.0606061,1092.44
-1.79798,-0.020202,1065.99
-1.79798,0.020202,1039.86
-1.79798,0.0606061,1014.07
-1.79798,0.10101,988.596
-1.79798,0.141414,963.453
-1.79798,0.181818,938.636
-1.79798,0.222222,914.145
-1.79798,0.262626,889.981
-1.79798,0.30303,866.144
-1.79798,0.343434,842.632
-1.79798,0.383838,819.448
-1.79798,0.424242,796.59
-1.79798,0.464646,774.058
-1.79798,0.505051,751.853
-1.79798,0.545455,729.974
-1.79798,0.585859,708.422
-1.79798,0.626263,687.197
-1.79798,0.666667,666.297
-1.79798,0.707071,645.725
-1.79798,0.747475,625.479
-1.79798,0.787879,605.559
-1.79798,0.828283,585.966
-1.79798,0.868687,566.699
-1.79798,0.909091,547.759
-1.79798,0.949495,529.146
-1.79798,0.989899,510.858
-1.79798,1.0303,492.898
-1.79798,1.07071,475.264
-1.79798,1.11111,457.956
-1.79798,1.15152,440.975
-1.79798,1.19192,424.32
-1.79798,1.23232,407.992
-1.79798,1.27273,391.99
-1.79798,1.31313,376.315
-1.79798,1.35354,360.966
-1.79798,1.39394,345.944
-1.79798,1.43434,331.249
-1.79798,1.47475,316.879
-1.79798,1.51515,302.837
-1.79798,1.55556,289.121
-1.79798,1.59596,275.731
-1.79798,1.63636,262.668
-1.79798,1.67677,249.931
-1.79798,1.71717,237.521
-1.79798,1.75758,225.437
-1.79798,1.79798,213.68
-1.79798,1.83838,202.249
-1.79798,1.87879,191.145
-1.79798,1.91919,180.367
-1.79798,1.9596,169.916
-1.79798,2,159.791
-1.75758,-2,2597.47
-1.75758,-1.9596,2556.51
-1.75758,-1.91919,2515.88
-1.75758,-1.87879,2475.57
-1.75758,-1.83838,2435.59
-1.75758,-1.79798,2395.93
-1.75758,-1.75758,2356.6
-1.75758,-1.71717,2317.6
-1.75758,-1.67677,2278.93
-1.75758,-1.63636,2240.58
-1.75758,-1.59596,2202.56
-1.75758,-1.55556,2164.86
-1.75758,-1.51515,2127.49
-1.75758,-1.47475,2090.45
-1.75758,-1.43434,2053.73
-1.75758,-1.39394,2017.34
-1.75758,-1.35354,1981.28
-1.75758,-1.31313,1945.54
-1.75758,-1.27273,1910.13
-1.75758,-1.23232,1875.05
-1.75758,-1.19192,1840.29
-1.75758,-1.15152,1805.86
-1.75758,-1.11111,1771.76
-1.75758,-1.07071,1737.98
-1.75758,-1.0303,1704.53
-1.75758,-0.989899,1671.41
-1.75758,-0.949495,1638.61
-1.75758,-0.909091,1606.14
-1.75758,-0.868687,1573.99
-1.75758,-0.828283,1542.17
-1.75758,-0.787879,1510.68
-1.75758,-0.747475,1479.51
-1.75758,-0.707071,1448.67
-1.75758,-0.666667,1418.16
-1.75758,-0.626263,1387.98
-1.75758,-0.585859,1358.12
-1.75758,-0.545455,1328.58
-1.75758,-0.505051,1299.38
-1.75758,-0.464646,1270.5
-1.75758,-0.424242,1241.94
-1.75758,-0.383838,1213.72
-1.75758,-0.343434,1185.81
-1.75758,-0.30303,1158.24
-1.75758,-0.262626,1130.99
-1.75758,-0.222222,1104.07
-1.75758,-0.181818,1077.48
-1.75758,-0.141414,1051.21
-1.75758,-0.10101,1025.27
-1.75758,-0.0606061,999.652
-1.75758,-0.020202,974.363
-1.75758,0.020202,949.401
-1.75758,0.0606061,924.765
-1.75758,0.10101,900.456
-1.75758,0.141414,876.473
-1.75758,0.181818,852.817
-1.75758,0.222222,829.487
-1.75758,0.262626,806.484
-1.75758,0.30303,783.807
-1.75758,0.343434,761.457
-1.75758,0.383838,739.433
-1.75758,0.424242,717.736
-1.75758,0.464646,696.365
-1.75758,0.505051,675.321
-1.75758,0.545455,654.603
-1.75758,0.585859,634.212
-1.75758,0.626263,614.147
-1.75758,0.666667,594.409
-1.75758,0.707071,574.997
-1.75758,0.747475,555.912
-1.75758,0.787879,537.153
-1.75758,0.828283,518.721
-1.75758,0.868687,500.615
-1.75758,0.909091,482.836
-1.75758,0.949495,465.383
-1.75758,0.989899,448.257
-1.75758,1.0303,431.457
-1.75758,1.07071,414.984
-1.75758,1.11111,398.837
-1.75758,1.15152,383.017
-1.75758,1.19192,367.523
-1.75758,1.23232,352.356
-1.75758,1.27273,337.515
-1.75758,1.31313,323.001
-1.75758,1.35354,308.813
-1.75758,1.39394,294.952
-1.75758,1.43434,281.417
-1.75758,1.47475,268.209
-1.75758,1.51515,255.327
-1.75758,1.55556,242.772
-1.75758,1.59596,230.543
-1.75758,1.63636,218.641
-1.75758,1.67677,207.065
-1.75758,1.71717,195.815
-1.75758,1.75758,184.893
-1.75758,1.79798,174.296
-1.75758,1.83838,164.026
-1.75758,1.87879,154.083
-1.75758,1.91919,144.466
-1.75758,1.9596,135.176
-1.75758,2,126.212
-1.71717,-2,2456.33
-1.71717,-1.9596,2416.5
-1.71717,-1.91919,2377
-1.71717,-1.87879,2337.83
-1.71717,-1.83838,2298.98
-1.71717,-1.79798,2260.46
-1.71717,-1.75758,2222.27
-1.71717,-1.71717,2184.4
-1.71717,-1.67677,2146.86
-1.71717,-1.63636,2109.64
-1.71717,-1.59596,2072.76
-1.71717,-1.55556,2036.2
-1.71717,-1.51515,1999.96
-1.71717,-1.47475,1964.05
-1.71717,-1.43434,1928.47
-1.71717,-1.39394,1893.22
-1.71717,-1.35354,1858.29
-1.71717,-1.31313,1823.69
-1.71717,-1.27273,1789.41
-1.71717,-1.23232,1755.46
-1.71717,-1.19192,1721.84
-1.71717,-1.15152,1688.54
-1.71717,-1.11111,1655.57
-1.71717,-1.07071,1622.93
-1.71717,-1.0303,1590.61
-1.71717,-0.989899,1558.62
-1.71717,-0.949495,1526.96
-1.71717,-0.909091,1495.62
-1.71717,-0.868687,1464.61
-1.71717,-0.828283,1433.93
-1.71717,-0.787879,1403.57
-1.71717,-0.747475,1373.54
-1.71717,-0.707071,1343.83
-1.71717,-0.666667,1314.46
-1.71717,-0.626263,1285.4
-1.71717,-0.585859,1256.68
-1.71717,-0.545455,1228.28
-1.71717,-0.505051,1200.21
-1.71717,-0.464646,1172.46
-1.71717,-0.424242,1145.04
-1.71717,-0.383838,1117.95
-1.71717,-0.343434,1091.18
-1.71717,-0.30303,1064.74
-1.71717,-0.262626,1038.63
-1.71717,-0.222222,1012.84
-1.71717,-0.181818,987.384
-1.71717,-0.141414,962.25
-1.71717,-0.10101,937.443
-1.71717,-0.0606061,912.963
-1.71717,-0.020202,888.808
-1.71717,0.020202,864.981
-1.71717,0.0606061,841.479
-1.71717,0.10101,818.305
-1.71717,0.141414,795.456
-1.71717,0.181818,772.935
-1.71717,0.222222,750.74
-1.71717,0.262626,728.871
-1.71717,0.30303,707.329
-1.71717,0.343434,686.113
-1.71717,0.383838,665.224
-1.71717,0.424242,644.661
-1.71717,0.464646,624.425
-1.71717,0.505051,604.515
-1.71717,0.545455,584.932
-1.71717,0.585859,565.675
-1.71717,0.626263,546.745
-1.71717,0.666667,528.141
-1.71717,0.707071,509.864
-1.71717,0.747475,491.913
-1.71717,0.787879,474.289
-1.71717,0.828283,456.991
-1.71717,0.868687,440.02
-1.71717,0.909091,423.375
-1.71717,0.949495,407.057
-1.71717,0.989899,391.065
-1.71717,1.0303,375.4
-1.71717,1.07071,360.061
-1.71717,1.11111,345.048
-1.71717,1.15152,330.363
-1.71717,1.19192,316.003
-1.71717,1.23232,301.971
-1.71717,1.27273,288.264
-1.71717,1.31313,274.885
-1.71717,1.35354,261.831
-1.71717,1.39394,249.104
-1.71717,1.43434,236.704
-1.71717,1.47475,224.63
-1.71717,1.51515,212.883
-1.71717,1.55556,201.462
-1.71717,1.59596,190.368
-1.71717,1.63636,179.6
-1.71717,1.67677,169.159
-1.71717,1.71717,159.044
-1.71717,1.75758,149.256
-1.71717,1.79798,139.794
-1.71717,1.83838,130.658
-1.71717,1.87879,121.85
-1.71717,1.91919,113.367
-1.71717,1.9596,105.211
-1.71717,2,97.3822
-1.67677,-2,2322.27
-1.67677,-1.9596,2283.55
-1.67677,-1.91919,2245.16
-1.67677,-1.87879,2207.09
-1.67677,-1.83838,2169.35
-1.67677,-1.79798,2131.94
-1.67677,-1.75758,2094.86
-1.67677,-1.71717,2058.1
-1.67677,-1.67677,2021.66
-1.67677,-1.63636,1985.56
-1.67677,-1.59596,1949.78
-1.67677,-1.55556,1914.33
-1.67677,-1.51515,1879.2
-1.67677,-1.47475,1844.4
-1.67677,-1.43434,1809.93
-1.67677,-1.39394,1775.78
-1.67677,-1.35354,1741.96
-1.67677,-1.31313,1708.46
-1.67677,-1.27273,1675.3
-1.67677,-1.23232,1642.46
-1.67677,-1.19192,1609.94
-1.67677,-1.15152,1577.75
-1.67677,-1.11111,1545.89
-1.67677,-1.07071,1514.36
-1.67677,-1.0303,1483.15
-1.67677,-0.989899,1452.27
-1.67677,-0.949495,1421.71
-1.67677,-0.909091,1391.48
-1.67677,-0.868687,1361.58
-1.67677,-0.828283,1332
-1.67677,-0.787879,1302.75
-1.67677,-0.747475,1273.83
-1.67677,-0.707071,1245.23
-1.67677,-0.666667,1216.96
-1.67677,-0.626263,1189.02
-1.67677,-0.585859,1161.4
-1.67677,-0.545455,1134.11
-1.67677,-0.505051,1107.15
-1.67677,-0.464646,1080.51
-1.67677,-0.424242,1054.2
-1.67677,-0.383838,1028.22
-1.67677,-0.343434,1002.56
-1.67677,-0.30303,977.226
-1.67677,-0.262626,952.221
-1.67677,-0.222222,927.542
-1.67677,-0.181818,903.19
-1.67677,-0.141414,879.165
-1.67677,-0.10101,855.466
-1.67677,-0.0606061,832.093
-1.67677,-0.020202,809.047
-1.67677,0.020202,786.327
-1.67677,0.0606061,763.934
-1.67677,0.10101,741.868
-1.67677,0.141414,720.128
-1.67677,0.181818,698.714
-1.67677,0.222222,677.627
-1.67677,0.262626,656.866
-1.67677,0.30303,636.432
-1.67677,0.343434,616.324
-1.67677,0.383838,596.543
-1.67677,0.424242,577.089
-1.67677,0.464646,557.961
-1.67677,0.505051,539.159
-1.67677,0.545455,520.684
-1.67677,0.585859,502.535
-1.67677,0.626263,484.713
-1.67677,0.666667,467.217
-1.67677,0.707071,450.048
-1.67677,0.747475,433.206
-1.67677,0.787879,416.69
-1.67677,0.828283,400.5
-1.67677,0.868687,384.637
-1.67677,0.909091,369.1
-1.67677,0.949495,353.89
-1.67677,0.989899,339.006
-1.67677,1.0303,324.449
-1.67677,1.07071,310.218
-1.67677,1.11111,296.314
-1.67677,1.15152,282.737
-1.67677,1.19192,269.485
-1.67677,1.23232,256.561
-1.67677,1.27273,243.963
-1.67677,1.31313,231.691
-1.67677,1.35354,219.746
-1.67677,1.39394,208.127
-1.67677,1.43434,196.835
-1.67677,1.47475,185.869
-1.67677,1.51515,175.23
-1.67677,1.55556,164.917
-1.67677,1.59596,154.931
-1.67677,1.63636,145.271
