Dataset,ID,IsNonDominated,FrontID,Obj1,Obj2,Obj3,Obj4,Obj5
Task1_5D_1000,134,0,0,28.0533,86.1513,32.014,67.7821,22.5721
Task1_5D_1000,135,0,0,45.4609,13.1276,75.4411,3.39273,44.1822
Task1_5D_1000,136,0,0,54.7962,35.5131,7.82829,9.95479,32.251
Task1_5D_1000,137,0,0,11.2077,0.51694,48.4044,1.62686,33.231
Task1_5D_1000,138,0,0,70.7067,60.3088,77.9494,70.7837,38.5714
Task1_5D_1000,139,0,0,36.2439,85.427,82.2499,84.0479,11.2607
Task1_5D_1000,140,0,0,61.5734,78.5653,6.728,40.7097,2.51468
Task1_5D_1000,141,0,0,69.2672,97.9945,11.594,78.4103,69.0106
Task1_5D_1000,142,0,0,32.038,72.3665,69.4745,45.2265,96.869
Task1_5D_1000,143,0,0,43.7211,51.1096,55.0464,46.931,96.9638
Task1_5D_1000,144,0,0,75.401,1.59965,40.8025,87.6839,0.29626
Task1_5D_1000,145,0,0,22.7596,68.9531,40.8989,63.4806,55.2962
Task1_5D_1000,146,0,0,49.7827,10.0723,26.1064,52.581,68.5784
Task1_5D_1000,147,0,0,17.9296,87.281,88.9888,97.4567,17.8443
Task1_5D_1000,148,0,0,71.3515,71.1258,75.7648,93.0467,22.897
Task1_5D_1000,149,0,0,43.1175,94.2481,70.1527,78.8505,74.7595
Task1_5D_1000,150,0,0,27.1075,10.1863,15.7932,52.0592,40.6749
Task1_5D_1000,151,1,0,44.2436,91.2677,48.3265,96.4219,9.2665
Task1_5D_1000,152,0,0,15.2842,33.383,29.2426,17.1569,61.1791
Task1_5D_1000,153,0,0,40.8946,54.9551,12.7914,27.8345,28.8984
Task1_5D_1000,154,0,0,49.4803,70.6901,1.84341,10.61,73.0538
Task1_5D_1000,155,0,0,31.1144,99.7395,73.5943,35.0322,6.59866
Task1_5D_1000,156,0,0,16.6146,30.4489,60.9725,42.534,9.40678
Task1_5D_1000,157,0,0,15.9854,70.8476,12.8412,35.7988,86.4122
Task1_5D_1000,158,0,0,57.1256,67.0995,3.86029,31.4633,78.3214
Task1_5D_1000,159,0,0,68.2481,32.144,17.5,75.6335,4.24762
Task1_5D_1000,160,0,0,50.7602,57.1987,46.8233,22.8529,1.09784
Task1_5D_1000,161,1,0,6.19483,10.59,90.447,82.1854,92.4969
Task1_5D_1000,162,0,0,96.4786,71.5818,2.34483,60.4926,72.5493
Task1_5D_1000,163,0,0,44.7056,17.861,29.7295,64.7779,66.0759
Task1_5D_1000,164,1,0,99.8166,17.6906,47.2042,57.3438,79.3968
Task1_5D_1000,165,0,0,78.9826,34.9745,37.0097,0.0727836,49.5681
Task1_5D_1000,166,0,0,40.1971,66.1179,43.5182,18.2051,41.0607
Task1_5D_1000,167,1,0,98.2139,90.4465,65.3133,38.8362,7.5535
Task1_5D_1000,168,0,0,35.119,5.95814,45.8015,6.45979,50.702
Task1_5D_1000,169,0,0,43.6255,1.23447,6.26701,40.4293,83.3228
Task1_5D_1000,170,0,0,53.4763,66.5955,25.5324,7.90994,9.08041
Task1_5D_1000,171,0,0,42.3007,56.1687,82.5168,69.8242,16.6727
Task1_5D_1000,172,0,0,9.3786,6.82295,45.0117,83.1023,0.829101
Task1_5D_1000,173,1,0,99.8379,24.7979,52.8525,47.1577,33.2699
Task1_5D_1000,174,0,0,8.80229,47.5161,6.94648,45.6283,12.791
Task1_5D_1000,175,0,0,91.2211,33.838,49.5185,37.0921,85.5867
Task1_5D_1000,176,1,0,71.0135,93.046,91.642,37.6551,70.3238
Task1_5D_1000,177,0,0,96.5376,40.5752,3.18217,80.8982,94.138
Task1_5D_1000,178,0,0,10.8328,21.5074,18.642,42.5825,77.5918
Task1_5D_1000,179,1,0,98.2096,28.216,58.6255,32.7343,68.9169
Task1_5D_1000,180,0,0,22.241,44.8876,28.9478,74.7481,89.0607
Task1_5D_1000,181,0,0,74.2116,56.711,89.7327,37.978,46.9206
Task1_5D_1000,182,0,0,89.5819,14.1394,49.9039,29.732,33.1415
Task1_5D_1000,183,0,0,21.6493,67.5622,56.8652,0.903807,66.0903
Task1_5D_1000,184,0,0,42.8253,66.2907,15.1015,88.7233,27.2769
Task1_5D_1000,185,0,0,38.0642,67.2055,31.826,51.4319,67.1923
Task1_5D_1000,186,0,0,37.3481,59.2381,40.8085,36.5976,10.2274
Task1_5D_1000,187,0,0,80.2318,36.4139,21.5453,71.6179,31.5747
Task1_5D_1000,188,0,0,50.6257,83.0817,19.3803,94.3194,4.76628
Task1_5D_1000,189,0,0,12.778,43.4991,87.3681,70.4409,36.9623
Task1_5D_1000,190,0,0,41.2781,62.2929,14.2367,24.6599,90.0871
Task1_5D_1000,191,0,0,18.4016,60.7185,13.9186,4.52776,64.6512
Task1_5D_1000,192,0,0,93.81,14.9374,63.691,40.4901,67.2623
Task1_5D_1000,193,1,0,71.0892,88.7123,37.6977,67.3752,91.7482
Task1_5D_1000,194,1,0,99.0203,66.9272,76.5908,8.21291,46.9072
Task1_5D_1000,195,1,0,42.7508,33.9143,93.3254,98.8308,10.3376
Task1_5D_1000,196,0,0,95.7257,54.0734,71.6278,60.4326,87.9992
Task1_5D_1000,197,0,0,46.3685,82.9482,80.1998,27.3966,29.3716
Task1_5D_1000,198,0,0,97.3946,74.1566,25.9703,53.1989,16.8209
Task1_5D_1000,199,0,0,13.5027,37.8405,77.9536,79.2751,29.2492
Task1_5D_1000,200,0,0,16.3638,90.0165,93.7838,45.2918,81.6944
Task1_5D_1000,201,0,0,53.1254,67.8331,45.0092,28.6031,72.6831
Task1_5D_1000,202,0,0,23.2241,15.0532,35.8139,68.741,98.7899
Task1_5D_1000,203,0,0,41.1558,95.6467,63.1723,84.3856,69.0379
Task1_5D_1000,204,0,0,35.8362,12.2906,93.2956,4.53435,16.0634
Task1_5D_1000,205,0,0,86.4955,0.972898,12.4502,32.9871,66.8874
Task1_5D_1000,206,0,0,31.0068,15.8251,36.5785,76.1641,46.1598
Task1_5D_1000,207,0,0,51.0091,17.1273,76.6286,41.697,53.062
Task1_5D_1000,208,0,0,14.8934,51.6327,92.2298,25.3075,80.5001
Task1_5D_1000,209,0,0,66.2105,71.5248,71.2444,88.0423,47.7238
Task1_5D_1000,210,0,0,59.5358,38.9953,31.9973,70.911,42.4857
Task1_5D_1000,211,0,0,28.8642,37.1623,68.2225,87.486,40.5232
Task1_5D_1000,212,1,0,38.0656,89.6274,94.8348,98.3203,92.3047
Task1_5D_1000,213,0,0,34.9613,3.87548,52.7452,89.2266,81.0783
Task1_5D_1000,214,0,0,71.0849,89.2561,65.8895,44.9911,71.5288
Task1_5D_1000,215,0,0,9.44565,63.0708,81.7471,54.4046,87.967
Task1_5D_1000,216,0,0,21.6175,71.7502,37.3605,17.6317,86.6487
Task1_5D_1000,217,0,0,85.8953,89.3042,12.454,7.78918,47.1791
Task1_5D_1000,218,0,0,40.2824,76.1376,19.2083,45.3829,25.416
Task1_5D_1000,219,0,0,4.45308,46.2235,72.037,59.1945,53.5064
Task1_5D_1000,220,0,0,24.0762,3.61057,16.204,19.5223,39.1363
Task1_5D_1000,221,0,0,34.3568,36.4819,16.5061,18.8512,68.8699
Task1_5D_1000,222,0,0,8.42492,14.6308,67.7325,19.4881,27.7581
Task1_5D_1000,223,0,0,29.2124,53.5834,35.1386,21.9214,16.4502
Task1_5D_1000,224,0,0,56.5356,40.2861,10.783,44.9626,3.07878
Task1_5D_1000,225,0,0,74.52,97.2659,37.4903,82.8137,70.6139
Task1_5D_1000,226,0,0,94.9839,1.27199,11.1377,34.4506,41.1051
Task1_5D_1000,227,1,0,12.5017,90.1137,80.3928,82.2132,31.0293
Task1_5D_1000,228,0,0,9.34021,66.9536,0.544844,1.22829,69.5367
Task1_5D_1000,229,0,0,92.7842,16.4736,56.987,31.674,42.9829
Task1_5D_1000,230,1,0,86.9727,98.518,76.5251,94.0623,82.1968
Task1_5D_1000,231,0,0,5.88821,82.6103,60.4151,57.5016,17.5355
Task1_5D_1000,232,0,0,30.1873,16.4542,63.2642,82.1103,54.2396
Task1_5D_1000,233,0,0,65.0095,77.5532,17.8863,69.3521,82.2643
Task1_5D_1000,234,0,0,62.0769,52.7241,24.8791,33.4657,45.4197
Task1_5D_1000,235,0,0,41.6907,11.3212,7.25085,89.0885,37.9259
Task1_5D_1000,236,1,0,36.0738,96.4831,68.5491,35.9894,99.2431
Task1_5D_1000,237,1,0,0.884706,49.4476,77.5178,94.733,96.9538
Task1_5D_1000,238,0,0,18.3563,62.9125,61.5169,76.0034,61.0817
Task1_5D_1000,239,0,0,90.2299,76.2999,66.4359,53.1944,58.0528
Task1_5D_1000,240,0,0,5.94059,77.1759,74.0472,94.6991,16.8673
Task1_5D_1000,241,0,0,48.6232,93.3859,96.8141,62.6039,25.5636
Task1_5D_1000,242,0,0,15.1502,83.5204,19.6452,60.366,68.3993
Task1_5D_1000,243,0,0,59.9316,68.8552,91.2959,1.49075,60.2709
Task1_5D_1000,244,1,0,49.4061,69.9273,30.0626,98.0757,84.942
Task1_5D_1000,245,0,0,33.9609,1.72485,50.7041,79.7957,96.4071
Task1_5D_1000,246,0,0,4.2675,20.9522,3.75601,2.92379,1.62089
Task1_5D_1000,247,0,0,19.9505,58.0639,61.8562,94.4289,42.6761
Task1_5D_1000,248,0,0,4.6035,96.1305,65.5084,81.5213,10.3302
Task1_5D_1000,249,0,0,62.4357,57.4932,44.2778,62.885,66.757
Task1_5D_1000,250,0,0,19.3431,10.7024,0.341102,66.6517,66.7159
Task1_5D_1000,251,0,0,74.8218,62.5622,40.3146,42.9317,7.96636
Task1_5D_1000,252,0,0,4.49721,80.2225,57.9379,84.1314,35.7772
Task1_5D_1000,253,0,0,73.6172,92.024,26.0565,42.1657,72.5179
Task1_5D_1000,254,0,0,21.3839,81.3283,72.793,6.05749,5.85539
Task1_5D_1000,255,0,0,41.3708,45.2681,1.31772,33.6014,51.4021
Task1_5D_1000,256,0,0,25.9883,33.3079,59.8633,81.5582,97.1833
Task1_5D_1000,257,0,0,95.2919,35.9052,58.1176,17.1438,19.1972
Task1_5D_1000,258,1,0,49.9759,69.6629,94.0573,28.3404,81.513
Task1_5D_1000,259,0,0,11.8439,51.4874,91.1408,69.9445,74.8898
Task1_5D_1000,260,0,0,2.53991,24.5166,3.21204,52.7101,5.26447
Task1_5D_1000,261,0,0,62.9174,2.92321,24.8115,49.8922,35.6033
Task1_5D_1000,262,0,0,45.8188,87.8618,54.9859,30.9869,54.6879
Task1_5D_1000,263,0,0,53.0688,33.9386,73.6695,8.03079,70.7599
Task1_5D_1000,264,0,0,4.19241,62.7885,93.0234,41.6041,87.0619
Task1_5D_1000,265,0,0,14.0341,69.6687,62.8356,24.133,62.9165
Task1_5D_1000,266,1,0,99.869,5.43473,31.2457,42.677,75.2938
Task1_5D_1000,267,0,0,95.3469,55.4294,57.4248,87.565,56.6745
